RelativeClause
	rc_resumptive_noun
Model: nghuyong/ernie-3.0-base-zh, Accuracy: 15.20000, Average Perplexity (Good Sentences): -16.83459, Average Perplexity (Bad Sentences): -10.55005
0: good sentence 0, PPL: -13.99051
1: bad sentence 0, PPL: -8.88698
2: good sentence 1, PPL: -14.08399
3: bad sentence 1, PPL: -20.75574
4: good sentence 2, PPL: -22.54472
5: bad sentence 2, PPL: -8.43952
6: good sentence 3, PPL: -40.16283
7: bad sentence 3, PPL: -17.04681
8: good sentence 4, PPL: -104.19422
9: bad sentence 4, PPL: -20.51205
10: good sentence 5, PPL: -10.35923
11: bad sentence 5, PPL: -7.69456
12: good sentence 6, PPL: -28.84105
13: bad sentence 6, PPL: -38.80333
14: good sentence 7, PPL: -12.15205
15: bad sentence 7, PPL: -4.94259
16: good sentence 8, PPL: -12.60675
17: bad sentence 8, PPL: -6.63414
18: good sentence 9, PPL: -44.98507
19: bad sentence 9, PPL: -19.17833
20: good sentence 10, PPL: -18.39858
21: bad sentence 10, PPL: -8.77086
22: good sentence 11, PPL: -20.26714
23: bad sentence 11, PPL: -7.23732
24: good sentence 12, PPL: -22.27653
25: bad sentence 12, PPL: -10.95125
26: good sentence 13, PPL: -10.24165
27: bad sentence 13, PPL: -11.25958
28: good sentence 14, PPL: -11.28885
29: bad sentence 14, PPL: -10.39636
30: good sentence 15, PPL: -15.90186
31: bad sentence 15, PPL: -6.78778
32: good sentence 16, PPL: -9.15747
33: bad sentence 16, PPL: -6.99749
34: good sentence 17, PPL: -6.73320
35: bad sentence 17, PPL: -6.74388
36: good sentence 18, PPL: -9.77623
37: bad sentence 18, PPL: -15.20547
38: good sentence 19, PPL: -23.86525
39: bad sentence 19, PPL: -8.72952
40: good sentence 20, PPL: -7.78447
41: bad sentence 20, PPL: -6.85877
42: good sentence 21, PPL: -13.44476
43: bad sentence 21, PPL: -21.43149
44: good sentence 22, PPL: -21.44873
45: bad sentence 22, PPL: -14.85357
46: good sentence 23, PPL: -17.28661
47: bad sentence 23, PPL: -5.88495
48: good sentence 24, PPL: -20.11776
49: bad sentence 24, PPL: -8.83633
50: good sentence 25, PPL: -14.70341
51: bad sentence 25, PPL: -13.40412
52: good sentence 26, PPL: -16.11620
53: bad sentence 26, PPL: -13.79038
54: good sentence 27, PPL: -41.60981
55: bad sentence 27, PPL: -27.99674
56: good sentence 28, PPL: -29.48565
57: bad sentence 28, PPL: -12.65463
58: good sentence 29, PPL: -25.67564
59: bad sentence 29, PPL: -12.49457
60: good sentence 30, PPL: -5.15634
61: bad sentence 30, PPL: -4.98722
62: good sentence 31, PPL: -15.06048
63: bad sentence 31, PPL: -21.18821
64: good sentence 32, PPL: -18.26787
65: bad sentence 32, PPL: -8.45092
66: good sentence 33, PPL: -20.86199
67: bad sentence 33, PPL: -15.96192
68: good sentence 34, PPL: -28.66751
69: bad sentence 34, PPL: -13.63192
70: good sentence 35, PPL: -8.02336
71: bad sentence 35, PPL: -5.81540
72: good sentence 36, PPL: -3.37838
73: bad sentence 36, PPL: -5.30957
74: good sentence 37, PPL: -9.43509
75: bad sentence 37, PPL: -8.42057
76: good sentence 38, PPL: -9.73249
