classifier_1000.csv
Model: nghuyong/ernie-3.0-base-zh, Accuracy: 0.85800, Average Perplexity (Good Sentences): -243.02388, Average Perplexity (Bad Sentences): -439.30822
0: good sentence 0, PPL: -88.37988
1: bad sentence 0, PPL: -174.13354
2: good sentence 1, PPL: -497.07723
3: bad sentence 1, PPL: -648.24447
4: good sentence 2, PPL: -96.68992
5: bad sentence 2, PPL: -238.33687
6: good sentence 3, PPL: -140.76554
7: bad sentence 3, PPL: -218.19378
8: good sentence 4, PPL: -504.88645
9: bad sentence 4, PPL: -1219.37634
10: good sentence 5, PPL: -39.88665
11: bad sentence 5, PPL: -126.63474
12: good sentence 6, PPL: -28.52458
13: bad sentence 6, PPL: -67.09373
14: good sentence 7, PPL: -31.67086
15: bad sentence 7, PPL: -62.79887
16: good sentence 8, PPL: -708.13802
17: bad sentence 8, PPL: -938.76462
18: good sentence 9, PPL: -120.07597
19: bad sentence 9, PPL: -119.10630
20: good sentence 10, PPL: -4164.97817
21: bad sentence 10, PPL: -2066.60460
22: good sentence 11, PPL: -74.16575
23: bad sentence 11, PPL: -90.88679
24: good sentence 12, PPL: -360.16264
25: bad sentence 12, PPL: -1182.20801
26: good sentence 13, PPL: -106.11995
27: bad sentence 13, PPL: -206.88152
28: good sentence 14, PPL: -1071.31184
29: bad sentence 14, PPL: -2964.19336
30: good sentence 15, PPL: -551.24569
31: bad sentence 15, PPL: -313.42253
32: good sentence 16, PPL: -139.63569
33: bad sentence 16, PPL: -288.07169
34: good sentence 17, PPL: -579.33910
35: bad sentence 17, PPL: -811.78835
36: good sentence 18, PPL: -91.84174
37: bad sentence 18, PPL: -192.32612
38: good sentence 19, PPL: -81.09394
39: bad sentence 19, PPL: -149.75924
40: good sentence 20, PPL: -100.41434
41: bad sentence 20, PPL: -127.18425
42: good sentence 21, PPL: -43.44623
43: bad sentence 21, PPL: -60.14065
44: good sentence 22, PPL: -67.10743
45: bad sentence 22, PPL: -65.22754
46: good sentence 23, PPL: -280.96957
47: bad sentence 23, PPL: -512.84706
48: good sentence 24, PPL: -667.09149
49: bad sentence 24, PPL: -880.68561
50: good sentence 25, PPL: -31.85996
51: bad sentence 25, PPL: -74.14331
52: good sentence 26, PPL: -2602.51897
53: bad sentence 26, PPL: -8866.10507
54: good sentence 27, PPL: -119.82437
55: bad sentence 27, PPL: -578.84651
56: good sentence 28, PPL: -223.87971
57: bad sentence 28, PPL: -303.34542
58: good sentence 29, PPL: -1754.66488
59: bad sentence 29, PPL: -3268.95328
60: good sentence 30, PPL: -266.02313
61: bad sentence 30, PPL: -481.42292
62: good sentence 31, PPL: -636.02180
63: bad sentence 31, PPL: -2357.58010
64: good sentence 32, PPL: -3412.33843
65: bad sentence 32, PPL: -6250.22328
66: good sentence 33, PPL: -375.88770
67: bad sentence 33, PPL: -414.60734
68: good sentence 34, PPL: -36.76211
69: bad sentence 34, PPL: -40.50934
70: good sentence 35, PPL: -59.17545
71: bad sentence 35, PPL: -110.98683
72: good sentence 36, PPL: -112.49571
73: bad sentence 36, PPL: -175.28096
74: good sentence 37, PPL: -694.81883
75: bad sentence 37, PPL: -2155.84803
76: good sentence 38, PPL: -457.88566
77: bad sentence 38, PPL: -722.87078
78: good sentence 39, PPL: -117.32824
79: bad sentence 39, PPL: -484.22649
80: good sentence 40, PPL: -106.71055
81: bad sentence 40, PPL: -257.33394
82: good sentence 41, PPL: -452.45135
83: bad sentence 41, PPL: -340.09267
84: good sentence 42, PPL: -70.16754
85: bad sentence 42, PPL: -159.04565
86: good sentence 43, PPL: -71.62519
87: bad sentence 43, PPL: -116.70283
88: good sentence 44, PPL: -136.40331
89: bad sentence 44, PPL: -1138.19199
90: good sentence 45, PPL: -1140.69318
91: bad sentence 45, PPL: -2223.56038
92: good sentence 46, PPL: -82.27206
93: bad sentence 46, PPL: -302.56222
94: good sentence 47, PPL: -181.03702
95: bad sentence 47, PPL: -240.40275
96: good sentence 48, PPL: -71.20203
97: bad sentence 48, PPL: -215.13925
98: good sentence 49, PPL: -39.08663
99: bad sentence 49, PPL: -69.63697
100: good sentence 50, PPL: -1372.50950
101: bad sentence 50, PPL: -1270.06785
102: good sentence 51, PPL: -59.53026
103: bad sentence 51, PPL: -81.50480
104: good sentence 52, PPL: -20.76277
105: bad sentence 52, PPL: -40.66761
106: good sentence 53, PPL: -1744.06256
107: bad sentence 53, PPL: -2813.33303
108: good sentence 54, PPL: -54.48444
109: bad sentence 54, PPL: -94.91959
110: good sentence 55, PPL: -197.58717
111: bad sentence 55, PPL: -1012.25627
112: good sentence 56, PPL: -65.01727
113: bad sentence 56, PPL: -105.91068
114: good sentence 57, PPL: -12.26388
115: bad sentence 57, PPL: -43.88734
116: good sentence 58, PPL: -34.11954
117: bad sentence 58, PPL: -42.85420
118: good sentence 59, PPL: -43.24905
119: bad sentence 59, PPL: -74.89901
120: good sentence 60, PPL: -1149.19950
121: bad sentence 60, PPL: -8537.66798
122: good sentence 61, PPL: -44.13893
123: bad sentence 61, PPL: -43.77577
124: good sentence 62, PPL: -515.72845
125: bad sentence 62, PPL: -1368.89160
126: good sentence 63, PPL: -550.58809
127: bad sentence 63, PPL: -1671.92843
128: good sentence 64, PPL: -17.12041
129: bad sentence 64, PPL: -38.65182
130: good sentence 65, PPL: -220.22649
131: bad sentence 65, PPL: -289.76108
132: good sentence 66, PPL: -24.90636
133: bad sentence 66, PPL: -59.01731
134: good sentence 67, PPL: -430.83515
135: bad sentence 67, PPL: -707.62460
136: good sentence 68, PPL: -637.78022
137: bad sentence 68, PPL: -1794.25734
138: good sentence 69, PPL: -153.03204
139: bad sentence 69, PPL: -217.38754
140: good sentence 70, PPL: -700.91815
141: bad sentence 70, PPL: -324.85689
142: good sentence 71, PPL: -113.54926
143: bad sentence 71, PPL: -236.93001
144: good sentence 72, PPL: -823.33994
145: bad sentence 72, PPL: -1230.96777
146: good sentence 73, PPL: -932.81863
147: bad sentence 73, PPL: -3061.32152
148: good sentence 74, PPL: -1242.35570
149: bad sentence 74, PPL: -2247.61934
150: good sentence 75, PPL: -233.07770
151: bad sentence 75, PPL: -679.29925
152: good sentence 76, PPL: -820.94820
153: bad sentence 76, PPL: -3923.98156
154: good sentence 77, PPL: -21.83722
155: bad sentence 77, PPL: -39.96251
156: good sentence 78, PPL: -37.42804
157: bad sentence 78, PPL: -158.23211
158: good sentence 79, PPL: -67.70176
159: bad sentence 79, PPL: -189.64037
160: good sentence 80, PPL: -318.95050
161: bad sentence 80, PPL: -1445.08896
162: good sentence 81, PPL: -191.77616
163: bad sentence 81, PPL: -327.05041
164: good sentence 82, PPL: -132.72844
165: bad sentence 82, PPL: -390.97843
166: good sentence 83, PPL: -37.89803
167: bad sentence 83, PPL: -122.75961
168: good sentence 84, PPL: -210.27628
169: bad sentence 84, PPL: -269.15621
170: good sentence 85, PPL: -1875.26030
171: bad sentence 85, PPL: -6168.06513
172: good sentence 86, PPL: -40.14294
173: bad sentence 86, PPL: -102.64188
174: good sentence 87, PPL: -908.27590
175: bad sentence 87, PPL: -933.39441
176: good sentence 88, PPL: -404.21259
177: bad sentence 88, PPL: -348.69867
178: good sentence 89, PPL: -75.73965
179: bad sentence 89, PPL: -114.50952
180: good sentence 90, PPL: -542.79812
181: bad sentence 90, PPL: -300.78653
182: good sentence 91, PPL: -92.96336
183: bad sentence 91, PPL: -351.24030
184: good sentence 92, PPL: -85.52553
185: bad sentence 92, PPL: -372.69712
186: good sentence 93, PPL: -66.09332
187: bad sentence 93, PPL: -107.91106
188: good sentence 94, PPL: -39.95939
189: bad sentence 94, PPL: -152.57627
190: good sentence 95, PPL: -1519.35857
191: bad sentence 95, PPL: -943.64296
192: good sentence 96, PPL: -18.43482
193: bad sentence 96, PPL: -31.82721
194: good sentence 97, PPL: -33.87512
195: bad sentence 97, PPL: -65.13758
196: good sentence 98, PPL: -34.24544
197: bad sentence 98, PPL: -103.56252
198: good sentence 99, PPL: -253.57508
199: bad sentence 99, PPL: -479.66113
200: good sentence 100, PPL: -44384.87938
201: bad sentence 100, PPL: -52858.47635
202: good sentence 101, PPL: -47.11998
203: bad sentence 101, PPL: -51.60565
204: good sentence 102, PPL: -1224.07989
205: bad sentence 102, PPL: -3538.93309
206: good sentence 103, PPL: -15.58157
207: bad sentence 103, PPL: -20.71329
208: good sentence 104, PPL: -22433.79573
209: bad sentence 104, PPL: -41244.76687
210: good sentence 105, PPL: -591.71066
211: bad sentence 105, PPL: -2257.27233
212: good sentence 106, PPL: -548.93170
213: bad sentence 106, PPL: -810.69141
214: good sentence 107, PPL: -397.66011
215: bad sentence 107, PPL: -406.63806
216: good sentence 108, PPL: -275.28371
217: bad sentence 108, PPL: -518.67558
218: good sentence 109, PPL: -197.25481
219: bad sentence 109, PPL: -356.54327
220: good sentence 110, PPL: -12.88741
221: bad sentence 110, PPL: -48.46533
222: good sentence 111, PPL: -357.19110
223: bad sentence 111, PPL: -374.43751
224: good sentence 112, PPL: -134.11413
225: bad sentence 112, PPL: -367.25653
226: good sentence 113, PPL: -347.77052
227: bad sentence 113, PPL: -3003.44879
228: good sentence 114, PPL: -85.97310
229: bad sentence 114, PPL: -222.16409
230: good sentence 115, PPL: -18.97465
231: bad sentence 115, PPL: -41.93870
232: good sentence 116, PPL: -68.98684
233: bad sentence 116, PPL: -764.64687
234: good sentence 117, PPL: -41.52909
235: bad sentence 117, PPL: -37.89112
236: good sentence 118, PPL: -68.16443
237: bad sentence 118, PPL: -113.03855
238: good sentence 119, PPL: -63.49939
239: bad sentence 119, PPL: -162.75995
240: good sentence 120, PPL: -877.54919
241: bad sentence 120, PPL: -2740.76509
242: good sentence 121, PPL: -183.03736
243: bad sentence 121, PPL: -736.38353
244: good sentence 122, PPL: -60.73108
245: bad sentence 122, PPL: -249.99579
246: good sentence 123, PPL: -321.12503
247: bad sentence 123, PPL: -1053.27786
248: good sentence 124, PPL: -247.28523
249: bad sentence 124, PPL: -403.04708
250: good sentence 125, PPL: -52.51183
251: bad sentence 125, PPL: -152.44123
252: good sentence 126, PPL: -14.61209
253: bad sentence 126, PPL: -59.92838
254: good sentence 127, PPL: -368.32258
255: bad sentence 127, PPL: -521.98379
256: good sentence 128, PPL: -12.10897
257: bad sentence 128, PPL: -29.19358
258: good sentence 129, PPL: -257.12286
259: bad sentence 129, PPL: -1201.34115
260: good sentence 130, PPL: -49.42510
261: bad sentence 130, PPL: -163.25295
262: good sentence 131, PPL: -124.70037
263: bad sentence 131, PPL: -361.61326
264: good sentence 132, PPL: -716.74446
265: bad sentence 132, PPL: -615.51679
266: good sentence 133, PPL: -33.37724
267: bad sentence 133, PPL: -79.48302
268: good sentence 134, PPL: -380.41318
269: bad sentence 134, PPL: -1826.56999
270: good sentence 135, PPL: -1782.83012
271: bad sentence 135, PPL: -3231.91107
272: good sentence 136, PPL: -407.56608
273: bad sentence 136, PPL: -305.06673
274: good sentence 137, PPL: -389.77542
275: bad sentence 137, PPL: -650.31785
276: good sentence 138, PPL: -13.76650
277: bad sentence 138, PPL: -16.68712
278: good sentence 139, PPL: -168.91825
279: bad sentence 139, PPL: -1052.36550
280: good sentence 140, PPL: -502.85605
281: bad sentence 140, PPL: -806.01417
282: good sentence 141, PPL: -2230.63594
283: bad sentence 141, PPL: -1505.64759
284: good sentence 142, PPL: -463.64364
285: bad sentence 142, PPL: -609.08534
286: good sentence 143, PPL: -1096.00845
287: bad sentence 143, PPL: -2741.50567
288: good sentence 144, PPL: -75.09415
289: bad sentence 144, PPL: -264.99709
290: good sentence 145, PPL: -86.22337
291: bad sentence 145, PPL: -525.95158
292: good sentence 146, PPL: -236.24581
293: bad sentence 146, PPL: -150.23614
294: good sentence 147, PPL: -1395.48132
295: bad sentence 147, PPL: -2865.07962
296: good sentence 148, PPL: -278.89241
297: bad sentence 148, PPL: -502.54786
298: good sentence 149, PPL: -226.07758
299: bad sentence 149, PPL: -491.52378
300: good sentence 150, PPL: -10.51315
301: bad sentence 150, PPL: -21.80600
302: good sentence 151, PPL: -1877.53783
303: bad sentence 151, PPL: -1978.14449
304: good sentence 152, PPL: -159.53581
305: bad sentence 152, PPL: -712.23650
306: good sentence 153, PPL: -328.80721
307: bad sentence 153, PPL: -1657.05677
308: good sentence 154, PPL: -15905.35733
309: bad sentence 154, PPL: -29232.73255
310: good sentence 155, PPL: -125.45997
311: bad sentence 155, PPL: -182.35042
312: good sentence 156, PPL: -79.06195
313: bad sentence 156, PPL: -138.38915
314: good sentence 157, PPL: -97.61806
315: bad sentence 157, PPL: -210.71316
316: good sentence 158, PPL: -88.24630
317: bad sentence 158, PPL: -284.10780
318: good sentence 159, PPL: -135.95714
319: bad sentence 159, PPL: -533.22044
320: good sentence 160, PPL: -36.97310
321: bad sentence 160, PPL: -57.17679
322: good sentence 161, PPL: -153.98090
323: bad sentence 161, PPL: -238.93872
324: good sentence 162, PPL: -37.22881
325: bad sentence 162, PPL: -54.16258
326: good sentence 163, PPL: -68.49965
327: bad sentence 163, PPL: -152.10702
328: good sentence 164, PPL: -1846.44451
329: bad sentence 164, PPL: -9036.15129
330: good sentence 165, PPL: -49.96366
331: bad sentence 165, PPL: -35.69254
332: good sentence 166, PPL: -11596.16236
333: bad sentence 166, PPL: -11633.68032
334: good sentence 167, PPL: -115.17286
335: bad sentence 167, PPL: -417.65799
336: good sentence 168, PPL: -236.10363
337: bad sentence 168, PPL: -685.64619
338: good sentence 169, PPL: -78.19196
339: bad sentence 169, PPL: -136.01691
340: good sentence 170, PPL: -155.78713
341: bad sentence 170, PPL: -378.15262
342: good sentence 171, PPL: -29.73756
343: bad sentence 171, PPL: -52.18971
344: good sentence 172, PPL: -597.49113
345: bad sentence 172, PPL: -705.58220
346: good sentence 173, PPL: -2778.93329
347: bad sentence 173, PPL: -2293.78080
348: good sentence 174, PPL: -228.48200
349: bad sentence 174, PPL: -642.14080
350: good sentence 175, PPL: -207.93941
351: bad sentence 175, PPL: -557.21340
352: good sentence 176, PPL: -93.39917
353: bad sentence 176, PPL: -196.36359
354: good sentence 177, PPL: -4972.03145
355: bad sentence 177, PPL: -34719.82395
356: good sentence 178, PPL: -240.31111
357: bad sentence 178, PPL: -607.37059
358: good sentence 179, PPL: -1178.29051
359: bad sentence 179, PPL: -1270.61688
360: good sentence 180, PPL: -45.74610
361: bad sentence 180, PPL: -72.19578
362: good sentence 181, PPL: -274.56094
363: bad sentence 181, PPL: -496.39046
364: good sentence 182, PPL: -85.40125
365: bad sentence 182, PPL: -207.85371
366: good sentence 183, PPL: -14.23370
367: bad sentence 183, PPL: -58.47142
368: good sentence 184, PPL: -42.07351
369: bad sentence 184, PPL: -68.08740
370: good sentence 185, PPL: -203.03808
371: bad sentence 185, PPL: -327.87742
372: good sentence 186, PPL: -315.27924
373: bad sentence 186, PPL: -1123.82659
374: good sentence 187, PPL: -226.93531
375: bad sentence 187, PPL: -599.08011
376: good sentence 188, PPL: -67.72497
377: bad sentence 188, PPL: -247.49649
378: good sentence 189, PPL: -479.77395
379: bad sentence 189, PPL: -857.24409
380: good sentence 190, PPL: -219.39649
381: bad sentence 190, PPL: -553.70302
382: good sentence 191, PPL: -247.73035
383: bad sentence 191, PPL: -458.19110
384: good sentence 192, PPL: -2449.71084
385: bad sentence 192, PPL: -5950.00422
386: good sentence 193, PPL: -152.97081
387: bad sentence 193, PPL: -357.97305
388: good sentence 194, PPL: -428.78548
389: bad sentence 194, PPL: -1285.78451
390: good sentence 195, PPL: -899.13730
391: bad sentence 195, PPL: -2127.92284
392: good sentence 196, PPL: -35.55816
393: bad sentence 196, PPL: -49.06467
394: good sentence 197, PPL: -2114.42965
395: bad sentence 197, PPL: -1168.49716
396: good sentence 198, PPL: -154.96503
397: bad sentence 198, PPL: -214.22948
398: good sentence 199, PPL: -180.16678
399: bad sentence 199, PPL: -432.59528
400: good sentence 200, PPL: -159.19683
401: bad sentence 200, PPL: -120.49217
402: good sentence 201, PPL: -21.48073
403: bad sentence 201, PPL: -43.76232
404: good sentence 202, PPL: -771.37253
405: bad sentence 202, PPL: -1362.17955
406: good sentence 203, PPL: -211.14192
407: bad sentence 203, PPL: -238.68505
408: good sentence 204, PPL: -131.32507
409: bad sentence 204, PPL: -262.48780
410: good sentence 205, PPL: -9.65075
411: bad sentence 205, PPL: -38.95904
412: good sentence 206, PPL: -13.74159
413: bad sentence 206, PPL: -29.00202
414: good sentence 207, PPL: -306.67939
415: bad sentence 207, PPL: -1326.01321
416: good sentence 208, PPL: -463.89110
417: bad sentence 208, PPL: -370.80132
418: good sentence 209, PPL: -274.10294
419: bad sentence 209, PPL: -1150.47284
420: good sentence 210, PPL: -125.95158
421: bad sentence 210, PPL: -353.56749
422: good sentence 211, PPL: -115.71537
423: bad sentence 211, PPL: -342.90082
424: good sentence 212, PPL: -60.51001
425: bad sentence 212, PPL: -273.36328
426: good sentence 213, PPL: -53.28614
427: bad sentence 213, PPL: -44.49477
428: good sentence 214, PPL: -272.32738
429: bad sentence 214, PPL: -308.79395
430: good sentence 215, PPL: -752.47194
431: bad sentence 215, PPL: -372.56720
432: good sentence 216, PPL: -243.26114
433: bad sentence 216, PPL: -707.73260
434: good sentence 217, PPL: -58.39427
435: bad sentence 217, PPL: -55.88495
436: good sentence 218, PPL: -73.59496
437: bad sentence 218, PPL: -286.31933
438: good sentence 219, PPL: -84.54991
439: bad sentence 219, PPL: -89.31584
440: good sentence 220, PPL: -123.34159
441: bad sentence 220, PPL: -328.00016
442: good sentence 221, PPL: -850.80076
443: bad sentence 221, PPL: -2107.39788
444: good sentence 222, PPL: -81.11086
445: bad sentence 222, PPL: -196.28135
446: good sentence 223, PPL: -342.50805
447: bad sentence 223, PPL: -1193.55483
448: good sentence 224, PPL: -438.41942
449: bad sentence 224, PPL: -699.89806
450: good sentence 225, PPL: -315.48110
451: bad sentence 225, PPL: -610.17180
452: good sentence 226, PPL: -46.68402
453: bad sentence 226, PPL: -102.01698
454: good sentence 227, PPL: -7761.24964
455: bad sentence 227, PPL: -5212.41600
456: good sentence 228, PPL: -24.15421
457: bad sentence 228, PPL: -101.61390
458: good sentence 229, PPL: -4435.07747
459: bad sentence 229, PPL: -3178.21129
460: good sentence 230, PPL: -1156.71163
461: bad sentence 230, PPL: -1135.63019
462: good sentence 231, PPL: -2573.43730
463: bad sentence 231, PPL: -2110.62998
464: good sentence 232, PPL: -330.34076
465: bad sentence 232, PPL: -497.68926
466: good sentence 233, PPL: -78.99777
467: bad sentence 233, PPL: -151.71109
468: good sentence 234, PPL: -1476.85704
469: bad sentence 234, PPL: -2744.23413
470: good sentence 235, PPL: -143.29126
471: bad sentence 235, PPL: -152.74848
472: good sentence 236, PPL: -1620.86323
473: bad sentence 236, PPL: -3232.22954
474: good sentence 237, PPL: -406.73592
475: bad sentence 237, PPL: -1134.09223
476: good sentence 238, PPL: -64.53967
477: bad sentence 238, PPL: -217.17365
478: good sentence 239, PPL: -78.79309
479: bad sentence 239, PPL: -71.32541
480: good sentence 240, PPL: -104.27062
481: bad sentence 240, PPL: -236.75355
482: good sentence 241, PPL: -8.48416
483: bad sentence 241, PPL: -38.63054
484: good sentence 242, PPL: -8104.25175
485: bad sentence 242, PPL: -34291.53700
486: good sentence 243, PPL: -337.74905
487: bad sentence 243, PPL: -702.99260
488: good sentence 244, PPL: -61.05864
489: bad sentence 244, PPL: -107.64593
490: good sentence 245, PPL: -214.09815
491: bad sentence 245, PPL: -206.50539
492: good sentence 246, PPL: -15.30616
493: bad sentence 246, PPL: -50.01402
494: good sentence 247, PPL: -530.50847
495: bad sentence 247, PPL: -2106.35100
