Classifier-Noun
	cl_adj_comp_noun_v2
Model: TsinghuaAI/CPM-Generate, Accuracy: 46.00000, Average Perplexity (Good Sentences): -16692.71680, Average Perplexity (Bad Sentences): -16458.26172
0: good sentence 0, PPL: -5695.92188
1: bad sentence 0, PPL: -14769.18164
2: good sentence 1, PPL: -9152.19336
3: bad sentence 1, PPL: -18763.58008
4: good sentence 2, PPL: -21169.75977
5: bad sentence 2, PPL: -11274.82812
6: good sentence 3, PPL: -7122.88428
7: bad sentence 3, PPL: -19000.39062
8: good sentence 4, PPL: -29767.66406
9: bad sentence 4, PPL: -14763.77344
10: good sentence 5, PPL: -18065.92188
11: bad sentence 5, PPL: -25618.17188
12: good sentence 6, PPL: -31396.00586
13: bad sentence 6, PPL: -28578.01953
14: good sentence 7, PPL: -11984.29980
15: bad sentence 7, PPL: -18689.32227
16: good sentence 8, PPL: -6641.73486
17: bad sentence 8, PPL: -8864.52148
18: good sentence 9, PPL: -22414.89258
19: bad sentence 9, PPL: -20173.37305
20: good sentence 10, PPL: -26870.07812
21: bad sentence 10, PPL: -23652.54688
22: good sentence 11, PPL: -12779.41797
23: bad sentence 11, PPL: -12583.40430
24: good sentence 12, PPL: -26909.10938
25: bad sentence 12, PPL: -26651.41406
26: good sentence 13, PPL: -18614.91602
27: bad sentence 13, PPL: -18283.56445
28: good sentence 14, PPL: -20481.17188
29: bad sentence 14, PPL: -23240.96680
30: good sentence 15, PPL: -18030.56641
31: bad sentence 15, PPL: -15149.58789
32: good sentence 16, PPL: -14862.93164
33: bad sentence 16, PPL: -16843.68945
34: good sentence 17, PPL: -9715.21973
35: bad sentence 17, PPL: -5913.70654
36: good sentence 18, PPL: -21291.70898
37: bad sentence 18, PPL: -12938.38477
38: good sentence 19, PPL: -14647.72168
39: bad sentence 19, PPL: -17125.91797
40: good sentence 20, PPL: -15945.64355
41: bad sentence 20, PPL: -16552.50195
42: good sentence 21, PPL: -31268.11523
43: bad sentence 21, PPL: -29777.25977
44: good sentence 22, PPL: -16798.59766
