Plural
	menself_male
Model: nghuyong/ernie-3.0-base-zh, Accuracy: 98.30000, Average Perplexity (Good Sentences): -24.56272, Average Perplexity (Bad Sentences): -48.75026
0: good sentence 0, PPL: -43.73053
1: bad sentence 0, PPL: -160.94260
2: good sentence 1, PPL: -33.13117
3: bad sentence 1, PPL: -74.54612
4: good sentence 2, PPL: -12.42298
5: bad sentence 2, PPL: -23.97747
6: good sentence 3, PPL: -26.81790
7: bad sentence 3, PPL: -72.83917
8: good sentence 4, PPL: -14.15578
9: bad sentence 4, PPL: -27.87124
10: good sentence 5, PPL: -50.48091
11: bad sentence 5, PPL: -117.92209
12: good sentence 6, PPL: -30.57254
13: bad sentence 6, PPL: -61.48782
14: good sentence 7, PPL: -29.41242
15: bad sentence 7, PPL: -42.68525
16: good sentence 8, PPL: -30.73575
17: bad sentence 8, PPL: -44.98282
18: good sentence 9, PPL: -22.17430
19: bad sentence 9, PPL: -64.38463
20: good sentence 10, PPL: -40.08505
21: bad sentence 10, PPL: -87.85190
22: good sentence 11, PPL: -10.67950
23: bad sentence 11, PPL: -20.96044
24: good sentence 12, PPL: -26.98663
25: bad sentence 12, PPL: -49.91333
26: good sentence 13, PPL: -49.03276
27: bad sentence 13, PPL: -130.91182
28: good sentence 14, PPL: -35.86662
29: bad sentence 14, PPL: -111.20574
30: good sentence 15, PPL: -23.81061
31: bad sentence 15, PPL: -39.55071
32: good sentence 16, PPL: -17.73224
33: bad sentence 16, PPL: -26.91524
34: good sentence 17, PPL: -18.80589
35: bad sentence 17, PPL: -39.34903
36: good sentence 18, PPL: -17.93711
37: bad sentence 18, PPL: -23.02239
38: good sentence 19, PPL: -12.31539
39: bad sentence 19, PPL: -24.50838
40: good sentence 20, PPL: -6.81808
41: bad sentence 20, PPL: -12.24221
42: good sentence 21, PPL: -48.53697
43: bad sentence 21, PPL: -91.32728
44: good sentence 22, PPL: -6.62203
45: bad sentence 22, PPL: -9.81834
46: good sentence 23, PPL: -99.47887
47: bad sentence 23, PPL: -109.73607
48: good sentence 24, PPL: -9.62721
49: bad sentence 24, PPL: -18.12742
50: good sentence 25, PPL: -22.50496
51: bad sentence 25, PPL: -58.12817
52: good sentence 26, PPL: -33.00368
53: bad sentence 26, PPL: -65.31357
54: good sentence 27, PPL: -7.80399
55: bad sentence 27, PPL: -17.09240
56: good sentence 28, PPL: -25.38702
57: bad sentence 28, PPL: -45.95563
58: good sentence 29, PPL: -57.14009
59: bad sentence 29, PPL: -99.34450
60: good sentence 30, PPL: -32.36073
61: bad sentence 30, PPL: -47.89467
62: good sentence 31, PPL: -21.36212
63: bad sentence 31, PPL: -41.48878
64: good sentence 32, PPL: -32.32696
65: bad sentence 32, PPL: -51.76074
66: good sentence 33, PPL: -9.31968
67: bad sentence 33, PPL: -19.44905
68: good sentence 34, PPL: -13.32774
69: bad sentence 34, PPL: -30.99592
70: good sentence 35, PPL: -10.46673
71: bad sentence 35, PPL: -14.98977
72: good sentence 36, PPL: -12.95865
73: bad sentence 36, PPL: -22.07487
74: good sentence 37, PPL: -9.81762
75: bad sentence 37, PPL: -23.56286
76: good sentence 38, PPL: -24.46384
77: bad sentence 38, PPL: -49.57586
78: good sentence 39, PPL: -16.70326
79: bad sentence 39, PPL: -30.61400
80: good sentence 40, PPL: -8.70478
81: bad sentence 40, PPL: -13.59715
82: good sentence 41, PPL: -82.18445
83: bad sentence 41, PPL: -213.74941
84: good sentence 42, PPL: -25.40605
85: bad sentence 42, PPL: -68.95234
86: good sentence 43, PPL: -13.19113
87: bad sentence 43, PPL: -24.95684
88: good sentence 44, PPL: -55.05316
89: bad sentence 44, PPL: -116.43614
90: good sentence 45, PPL: -68.65578
91: bad sentence 45, PPL: -152.76683
92: good sentence 46, PPL: -38.83470
93: bad sentence 46, PPL: -108.59289
94: good sentence 47, PPL: -6.43061
95: bad sentence 47, PPL: -13.67312
96: good sentence 48, PPL: -15.44835
97: bad sentence 48, PPL: -26.22977
98: good sentence 49, PPL: -96.08483
99: bad sentence 49, PPL: -172.26969
100: good sentence 50, PPL: -65.95324
101: bad sentence 50, PPL: -115.78642
102: good sentence 51, PPL: -40.22547
103: bad sentence 51, PPL: -40.88420
104: good sentence 52, PPL: -57.23508
105: bad sentence 52, PPL: -78.99040
106: good sentence 53, PPL: -30.29773
107: bad sentence 53, PPL: -62.85409
108: good sentence 54, PPL: -103.84684
