Plural
	baseline_men_female
Model: nghuyong/ernie-3.0-base-zh, Accuracy: 99.30000, Average Perplexity (Good Sentences): -35.95010, Average Perplexity (Bad Sentences): -90.19840
0: good sentence 0, PPL: -85.41486
1: bad sentence 0, PPL: -577.42784
2: good sentence 1, PPL: -108.37294
3: bad sentence 1, PPL: -236.49129
4: good sentence 2, PPL: -14.97154
5: bad sentence 2, PPL: -59.40630
6: good sentence 3, PPL: -50.20001
7: bad sentence 3, PPL: -210.02592
8: good sentence 4, PPL: -17.83790
9: bad sentence 4, PPL: -31.14726
10: good sentence 5, PPL: -69.12044
11: bad sentence 5, PPL: -220.43036
12: good sentence 6, PPL: -46.09339
13: bad sentence 6, PPL: -93.50905
14: good sentence 7, PPL: -23.04262
15: bad sentence 7, PPL: -64.57554
16: good sentence 8, PPL: -39.87029
17: bad sentence 8, PPL: -92.66787
18: good sentence 9, PPL: -41.32473
19: bad sentence 9, PPL: -119.12175
20: good sentence 10, PPL: -112.57200
21: bad sentence 10, PPL: -138.61260
22: good sentence 11, PPL: -11.74892
23: bad sentence 11, PPL: -38.84342
24: good sentence 12, PPL: -33.52452
25: bad sentence 12, PPL: -78.14977
26: good sentence 13, PPL: -85.24504
27: bad sentence 13, PPL: -267.57659
28: good sentence 14, PPL: -60.16202
29: bad sentence 14, PPL: -187.15942
30: good sentence 15, PPL: -37.95596
31: bad sentence 15, PPL: -69.90842
32: good sentence 16, PPL: -17.86232
33: bad sentence 16, PPL: -25.87661
34: good sentence 17, PPL: -22.94075
35: bad sentence 17, PPL: -76.75052
36: good sentence 18, PPL: -16.81289
37: bad sentence 18, PPL: -23.67251
38: good sentence 19, PPL: -13.61196
39: bad sentence 19, PPL: -45.21869
40: good sentence 20, PPL: -7.43426
41: bad sentence 20, PPL: -12.34704
42: good sentence 21, PPL: -64.35818
43: bad sentence 21, PPL: -295.47533
44: good sentence 22, PPL: -10.12007
45: bad sentence 22, PPL: -17.69698
46: good sentence 23, PPL: -128.79336
47: bad sentence 23, PPL: -302.89835
48: good sentence 24, PPL: -6.83301
49: bad sentence 24, PPL: -37.95140
50: good sentence 25, PPL: -29.39858
51: bad sentence 25, PPL: -84.05863
52: good sentence 26, PPL: -43.79071
53: bad sentence 26, PPL: -80.34772
54: good sentence 27, PPL: -10.99992
55: bad sentence 27, PPL: -32.57272
56: good sentence 28, PPL: -26.71662
57: bad sentence 28, PPL: -53.98511
58: good sentence 29, PPL: -37.50814
59: bad sentence 29, PPL: -97.86953
60: good sentence 30, PPL: -53.53901
61: bad sentence 30, PPL: -120.23223
62: good sentence 31, PPL: -32.23917
63: bad sentence 31, PPL: -138.87588
64: good sentence 32, PPL: -81.60551
65: bad sentence 32, PPL: -134.44609
66: good sentence 33, PPL: -11.33126
67: bad sentence 33, PPL: -22.07980
68: good sentence 34, PPL: -24.50116
69: bad sentence 34, PPL: -44.32215
70: good sentence 35, PPL: -8.38284
71: bad sentence 35, PPL: -23.43194
72: good sentence 36, PPL: -13.97361
73: bad sentence 36, PPL: -33.21041
74: good sentence 37, PPL: -15.99533
75: bad sentence 37, PPL: -61.61523
76: good sentence 38, PPL: -33.16655
77: bad sentence 38, PPL: -131.84770
78: good sentence 39, PPL: -23.55588
79: bad sentence 39, PPL: -42.79535
80: good sentence 40, PPL: -14.71447
81: bad sentence 40, PPL: -20.45257
82: good sentence 41, PPL: -179.04149
83: bad sentence 41, PPL: -958.72583
84: good sentence 42, PPL: -27.45194
85: bad sentence 42, PPL: -69.92662
86: good sentence 43, PPL: -26.94551
87: bad sentence 43, PPL: -90.54763
88: good sentence 44, PPL: -79.94545
89: bad sentence 44, PPL: -228.72566
90: good sentence 45, PPL: -106.72576
91: bad sentence 45, PPL: -465.14761
92: good sentence 46, PPL: -65.77940
93: bad sentence 46, PPL: -261.30292
94: good sentence 47, PPL: -10.15234
95: bad sentence 47, PPL: -19.22586
96: good sentence 48, PPL: -20.02716
97: bad sentence 48, PPL: -47.13971
98: good sentence 49, PPL: -198.89122
99: bad sentence 49, PPL: -367.46142
100: good sentence 50, PPL: -144.90856
101: bad sentence 50, PPL: -361.94965
102: good sentence 51, PPL: -16.70189
103: bad sentence 51, PPL: -22.59720
104: good sentence 52, PPL: -33.62326
105: bad sentence 52, PPL: -86.28941
106: good sentence 53, PPL: -71.21625
107: bad sentence 53, PPL: -86.66028
108: good sentence 54, PPL: -102.30226
109: bad sentence 54, PPL: -261.27722
110: good sentence 55, PPL: -79.32257
111: bad sentence 55, PPL: -360.97272
112: good sentence 56, PPL: -16.23699
113: bad sentence 56, PPL: -17.76367
114: good sentence 57, PPL: -33.92068
115: bad sentence 57, PPL: -162.08827
116: good sentence 58, PPL: -47.81099
117: bad sentence 58, PPL: -111.60416
118: good sentence 59, PPL: -14.49778
119: bad sentence 59, PPL: -36.29039
120: good sentence 60, PPL: -104.80261
121: bad sentence 60, PPL: -292.36131
122: good sentence 61, PPL: -19.35577
123: bad sentence 61, PPL: -88.52239
124: good sentence 62, PPL: -10.97737
125: bad sentence 62, PPL: -39.12650
126: good sentence 63, PPL: -211.02174
127: bad sentence 63, PPL: -485.09410
128: good sentence 64, PPL: -9.68233
129: bad sentence 64, PPL: -26.58391
130: good sentence 65, PPL: -43.15621
131: bad sentence 65, PPL: -128.27323
132: good sentence 66, PPL: -21.24716
133: bad sentence 66, PPL: -55.83592
134: good sentence 67, PPL: -21.36483
135: bad sentence 67, PPL: -89.38267
136: good sentence 68, PPL: -47.83546
137: bad sentence 68, PPL: -116.29697
138: good sentence 69, PPL: -29.09864
139: bad sentence 69, PPL: -52.21385
140: good sentence 70, PPL: -121.10445
141: bad sentence 70, PPL: -504.04850
142: good sentence 71, PPL: -66.12764
143: bad sentence 71, PPL: -153.92691
144: good sentence 72, PPL: -59.61476
145: bad sentence 72, PPL: -266.83786
146: good sentence 73, PPL: -75.70815
147: bad sentence 73, PPL: -353.44036
148: good sentence 74, PPL: -19.25534
149: bad sentence 74, PPL: -88.85209
150: good sentence 75, PPL: -133.80667
151: bad sentence 75, PPL: -171.93574
152: good sentence 76, PPL: -63.87179
153: bad sentence 76, PPL: -143.33180
154: good sentence 77, PPL: -13.67149
155: bad sentence 77, PPL: -30.24662
156: good sentence 78, PPL: -7.93955
157: bad sentence 78, PPL: -16.41099
158: good sentence 79, PPL: -70.29018
159: bad sentence 79, PPL: -143.27545
160: good sentence 80, PPL: -177.74833
161: bad sentence 80, PPL: -674.25803
162: good sentence 81, PPL: -33.77449
163: bad sentence 81, PPL: -181.29709
164: good sentence 82, PPL: -12.94892
165: bad sentence 82, PPL: -33.93169
166: good sentence 83, PPL: -98.44612
167: bad sentence 83, PPL: -285.98313
168: good sentence 84, PPL: -56.27895
169: bad sentence 84, PPL: -187.40431
170: good sentence 85, PPL: -49.60119
171: bad sentence 85, PPL: -198.88004
172: good sentence 86, PPL: -35.24788
173: bad sentence 86, PPL: -117.96355
174: good sentence 87, PPL: -25.25123
175: bad sentence 87, PPL: -48.61877
176: good sentence 88, PPL: -29.09699
177: bad sentence 88, PPL: -52.88992
178: good sentence 89, PPL: -31.69521
179: bad sentence 89, PPL: -80.85788
180: good sentence 90, PPL: -14.83789
181: bad sentence 90, PPL: -47.76322
182: good sentence 91, PPL: -88.64188
183: bad sentence 91, PPL: -357.23282
184: good sentence 92, PPL: -47.11158
185: bad sentence 92, PPL: -121.53688
186: good sentence 93, PPL: -26.54257
187: bad sentence 93, PPL: -76.32117
188: good sentence 94, PPL: -8.00960
189: bad sentence 94, PPL: -13.80497
190: good sentence 95, PPL: -33.89747
191: bad sentence 95, PPL: -132.73309
192: good sentence 96, PPL: -54.63756
193: bad sentence 96, PPL: -160.70213
194: good sentence 97, PPL: -108.73991
195: bad sentence 97, PPL: -273.20457
196: good sentence 98, PPL: -41.28306
197: bad sentence 98, PPL: -182.13528
198: good sentence 99, PPL: -44.92401
199: bad sentence 99, PPL: -153.20619
200: good sentence 100, PPL: -55.87035
201: bad sentence 100, PPL: -140.10856
202: good sentence 101, PPL: -41.89561
203: bad sentence 101, PPL: -168.49812
204: good sentence 102, PPL: -49.57153
205: bad sentence 102, PPL: -92.90793
206: good sentence 103, PPL: -4.64376
207: bad sentence 103, PPL: -9.32501
208: good sentence 104, PPL: -9.46216
209: bad sentence 104, PPL: -20.36526
210: good sentence 105, PPL: -12.30642
211: bad sentence 105, PPL: -24.34605
212: good sentence 106, PPL: -23.50794
213: bad sentence 106, PPL: -47.01357
214: good sentence 107, PPL: -52.28859
215: bad sentence 107, PPL: -130.08432
216: good sentence 108, PPL: -78.25703
217: bad sentence 108, PPL: -175.41233
218: good sentence 109, PPL: -51.37703
219: bad sentence 109, PPL: -195.46770
220: good sentence 110, PPL: -18.66820
221: bad sentence 110, PPL: -63.02126
222: good sentence 111, PPL: -12.60892
223: bad sentence 111, PPL: -26.73415
224: good sentence 112, PPL: -25.77422
225: bad sentence 112, PPL: -85.20025
226: good sentence 113, PPL: -41.03994
227: bad sentence 113, PPL: -95.13370
228: good sentence 114, PPL: -197.08146
229: bad sentence 114, PPL: -875.82263
230: good sentence 115, PPL: -12.92529
231: bad sentence 115, PPL: -28.33474
232: good sentence 116, PPL: -418.70409
233: bad sentence 116, PPL: -877.53934
234: good sentence 117, PPL: -150.24333
235: bad sentence 117, PPL: -477.37871
236: good sentence 118, PPL: -264.17261
237: bad sentence 118, PPL: -864.01899
238: good sentence 119, PPL: -30.20212
239: bad sentence 119, PPL: -85.21285
240: good sentence 120, PPL: -125.67215
241: bad sentence 120, PPL: -907.92198
242: good sentence 121, PPL: -19.74187
243: bad sentence 121, PPL: -19.23094
244: good sentence 122, PPL: -165.64667
245: bad sentence 122, PPL: -444.06080
246: good sentence 123, PPL: -15.57435
247: bad sentence 123, PPL: -39.85119
248: good sentence 124, PPL: -33.81596
249: bad sentence 124, PPL: -39.79015
250: good sentence 125, PPL: -41.78675
251: bad sentence 125, PPL: -154.12880
252: good sentence 126, PPL: -59.52553
253: bad sentence 126, PPL: -147.09008
254: good sentence 127, PPL: -24.05470
255: bad sentence 127, PPL: -83.79443
256: good sentence 128, PPL: -65.90068
257: bad sentence 128, PPL: -96.07809
258: good sentence 129, PPL: -94.82805
259: bad sentence 129, PPL: -162.44854
260: good sentence 130, PPL: -16.56289
261: bad sentence 130, PPL: -34.31841
262: good sentence 131, PPL: -73.12317
263: bad sentence 131, PPL: -189.59728
264: good sentence 132, PPL: -180.96204
265: bad sentence 132, PPL: -206.79394
266: good sentence 133, PPL: -48.86867
267: bad sentence 133, PPL: -84.41383
268: good sentence 134, PPL: -10.24285
269: bad sentence 134, PPL: -14.29160
270: good sentence 135, PPL: -12.69260
271: bad sentence 135, PPL: -32.39874
272: good sentence 136, PPL: -37.27908
273: bad sentence 136, PPL: -72.17177
274: good sentence 137, PPL: -93.39058
275: bad sentence 137, PPL: -120.07727
276: good sentence 138, PPL: -20.00952
277: bad sentence 138, PPL: -54.02288
278: good sentence 139, PPL: -39.89393
279: bad sentence 139, PPL: -73.04464
280: good sentence 140, PPL: -82.54715
281: bad sentence 140, PPL: -217.60974
282: good sentence 141, PPL: -16.78068
283: bad sentence 141, PPL: -38.71826
284: good sentence 142, PPL: -6.24589
285: bad sentence 142, PPL: -11.27556
286: good sentence 143, PPL: -78.29873
287: bad sentence 143, PPL: -197.94957
288: good sentence 144, PPL: -61.85090
289: bad sentence 144, PPL: -232.04483
290: good sentence 145, PPL: -154.08317
291: bad sentence 145, PPL: -549.11155
292: good sentence 146, PPL: -50.93789
293: bad sentence 146, PPL: -166.74609
294: good sentence 147, PPL: -26.78462
295: bad sentence 147, PPL: -71.79675
296: good sentence 148, PPL: -72.46814
297: bad sentence 148, PPL: -508.31378
298: good sentence 149, PPL: -60.84218
299: bad sentence 149, PPL: -92.00298
300: good sentence 150, PPL: -82.38851
301: bad sentence 150, PPL: -308.48492
302: good sentence 151, PPL: -14.10786
303: bad sentence 151, PPL: -52.38889
304: good sentence 152, PPL: -42.83798
305: bad sentence 152, PPL: -91.27844
306: good sentence 153, PPL: -12.33153
307: bad sentence 153, PPL: -17.83031
308: good sentence 154, PPL: -160.57135
309: bad sentence 154, PPL: -487.90289
310: good sentence 155, PPL: -23.75851
311: bad sentence 155, PPL: -67.53147
312: good sentence 156, PPL: -173.02418
313: bad sentence 156, PPL: -231.29025
314: good sentence 157, PPL: -3.67780
315: bad sentence 157, PPL: -7.05246
316: good sentence 158, PPL: -96.01163
317: bad sentence 158, PPL: -239.39907
318: good sentence 159, PPL: -129.58070
319: bad sentence 159, PPL: -252.50564
320: good sentence 160, PPL: -18.68089
321: bad sentence 160, PPL: -46.72120
322: good sentence 161, PPL: -13.52408
323: bad sentence 161, PPL: -33.71548
324: good sentence 162, PPL: -33.45065
325: bad sentence 162, PPL: -93.78698
326: good sentence 163, PPL: -9.94542
327: bad sentence 163, PPL: -17.38853
328: good sentence 164, PPL: -37.80983
329: bad sentence 164, PPL: -99.57664
330: good sentence 165, PPL: -82.07002
331: bad sentence 165, PPL: -274.16886
332: good sentence 166, PPL: -31.92494
333: bad sentence 166, PPL: -42.01298
334: good sentence 167, PPL: -27.93857
335: bad sentence 167, PPL: -124.54041
336: good sentence 168, PPL: -10.89463
337: bad sentence 168, PPL: -15.28613
338: good sentence 169, PPL: -23.71645
339: bad sentence 169, PPL: -87.12636
340: good sentence 170, PPL: -27.38585
341: bad sentence 170, PPL: -45.83597
342: good sentence 171, PPL: -43.47265
343: bad sentence 171, PPL: -70.56654
344: good sentence 172, PPL: -30.51832
345: bad sentence 172, PPL: -37.08429
346: good sentence 173, PPL: -78.24767
347: bad sentence 173, PPL: -191.61188
348: good sentence 174, PPL: -65.05176
349: bad sentence 174, PPL: -208.77664
350: good sentence 175, PPL: -9.52649
351: bad sentence 175, PPL: -15.63084
352: good sentence 176, PPL: -7.72401
353: bad sentence 176, PPL: -14.99165
354: good sentence 177, PPL: -9.58144
355: bad sentence 177, PPL: -35.50736
356: good sentence 178, PPL: -19.20369
357: bad sentence 178, PPL: -46.09382
358: good sentence 179, PPL: -8.37824
359: bad sentence 179, PPL: -31.50486
360: good sentence 180, PPL: -108.60180
361: bad sentence 180, PPL: -425.37722
362: good sentence 181, PPL: -15.35429
363: bad sentence 181, PPL: -30.17152
364: good sentence 182, PPL: -94.04864
365: bad sentence 182, PPL: -270.24621
366: good sentence 183, PPL: -39.93427
367: bad sentence 183, PPL: -69.52775
368: good sentence 184, PPL: -75.94975
369: bad sentence 184, PPL: -284.70656
370: good sentence 185, PPL: -67.86609
371: bad sentence 185, PPL: -195.63485
372: good sentence 186, PPL: -69.27418
373: bad sentence 186, PPL: -157.61653
374: good sentence 187, PPL: -159.75972
375: bad sentence 187, PPL: -364.02029
376: good sentence 188, PPL: -125.97763
377: bad sentence 188, PPL: -206.67581
378: good sentence 189, PPL: -19.59855
379: bad sentence 189, PPL: -52.59705
380: good sentence 190, PPL: -39.78242
381: bad sentence 190, PPL: -150.14561
382: good sentence 191, PPL: -3.39763
383: bad sentence 191, PPL: -6.49402
384: good sentence 192, PPL: -127.47987
385: bad sentence 192, PPL: -223.42445
386: good sentence 193, PPL: -63.91099
387: bad sentence 193, PPL: -145.75664
388: good sentence 194, PPL: -22.45012
389: bad sentence 194, PPL: -91.29271
390: good sentence 195, PPL: -3.36204
391: bad sentence 195, PPL: -9.07926
392: good sentence 196, PPL: -49.96924
393: bad sentence 196, PPL: -287.77425
394: good sentence 197, PPL: -98.27008
395: bad sentence 197, PPL: -308.38221
396: good sentence 198, PPL: -13.57565
397: bad sentence 198, PPL: -53.94544
398: good sentence 199, PPL: -27.50718
399: bad sentence 199, PPL: -51.34305
400: good sentence 200, PPL: -15.03114
401: bad sentence 200, PPL: -33.83743
402: good sentence 201, PPL: -6.82742
403: bad sentence 201, PPL: -16.00126
404: good sentence 202, PPL: -20.23809
405: bad sentence 202, PPL: -23.26418
406: good sentence 203, PPL: -23.80972
407: bad sentence 203, PPL: -54.19203
408: good sentence 204, PPL: -36.41330
409: bad sentence 204, PPL: -116.35390
410: good sentence 205, PPL: -89.39347
