verb_complement_res_adj_1000.csv
Model: google-bert/bert-base-chinese, Accuracy: 0.87600, Average Perplexity (Good Sentences): -77.10618, Average Perplexity (Bad Sentences): -241.62070
0: good sentence 0, PPL: -11.62735
1: bad sentence 0, PPL: -27.12178
2: good sentence 1, PPL: -290.70897
3: bad sentence 1, PPL: -1302.54698
4: good sentence 2, PPL: -64.32004
5: bad sentence 2, PPL: -127.84589
6: good sentence 3, PPL: -62.39742
7: bad sentence 3, PPL: -343.96493
8: good sentence 4, PPL: -48.22364
9: bad sentence 4, PPL: -247.54983
10: good sentence 5, PPL: -8.32975
11: bad sentence 5, PPL: -22.43944
12: good sentence 6, PPL: -9.97251
13: bad sentence 6, PPL: -233.59870
14: good sentence 7, PPL: -854.89040
15: bad sentence 7, PPL: -262.76523
16: good sentence 8, PPL: -34.21149
17: bad sentence 8, PPL: -42.91059
18: good sentence 9, PPL: -5.29499
19: bad sentence 9, PPL: -130.31191
20: good sentence 10, PPL: -20.34872
21: bad sentence 10, PPL: -20.52239
22: good sentence 11, PPL: -23.17540
23: bad sentence 11, PPL: -65.15524
24: good sentence 12, PPL: -225.39457
25: bad sentence 12, PPL: -581.53251
26: good sentence 13, PPL: -37.27429
27: bad sentence 13, PPL: -68.37253
28: good sentence 14, PPL: -1534.50701
29: bad sentence 14, PPL: -3663.03318
30: good sentence 15, PPL: -265.93029
31: bad sentence 15, PPL: -760.84161
32: good sentence 16, PPL: -140.94126
33: bad sentence 16, PPL: -832.44157
34: good sentence 17, PPL: -29.34487
35: bad sentence 17, PPL: -105.51537
36: good sentence 18, PPL: -152.69595
37: bad sentence 18, PPL: -742.30830
38: good sentence 19, PPL: -60.98669
39: bad sentence 19, PPL: -103.55903
40: good sentence 20, PPL: -176.81763
41: bad sentence 20, PPL: -1661.22264
42: good sentence 21, PPL: -358.82051
43: bad sentence 21, PPL: -1167.02845
44: good sentence 22, PPL: -61.00812
45: bad sentence 22, PPL: -89.01451
46: good sentence 23, PPL: -183.83925
47: bad sentence 23, PPL: -977.15514
48: good sentence 24, PPL: -478.88181
49: bad sentence 24, PPL: -284.37373
50: good sentence 25, PPL: -129.31614
51: bad sentence 25, PPL: -1415.26483
52: good sentence 26, PPL: -3375.05271
53: bad sentence 26, PPL: -775.67151
54: good sentence 27, PPL: -16.18475
55: bad sentence 27, PPL: -172.05868
56: good sentence 28, PPL: -72.16407
57: bad sentence 28, PPL: -570.41767
58: good sentence 29, PPL: -413.47653
59: bad sentence 29, PPL: -311.99025
60: good sentence 30, PPL: -201.91938
61: bad sentence 30, PPL: -1153.98839
62: good sentence 31, PPL: -24.15565
63: bad sentence 31, PPL: -106.57076
64: good sentence 32, PPL: -104.86111
65: bad sentence 32, PPL: -1253.83177
66: good sentence 33, PPL: -357.30825
67: bad sentence 33, PPL: -308.17231
68: good sentence 34, PPL: -495.99075
69: bad sentence 34, PPL: -571.39611
70: good sentence 35, PPL: -115.08544
71: bad sentence 35, PPL: -1094.16978
72: good sentence 36, PPL: -20.05678
73: bad sentence 36, PPL: -99.62160
74: good sentence 37, PPL: -9.80966
75: bad sentence 37, PPL: -305.92210
76: good sentence 38, PPL: -38.96152
77: bad sentence 38, PPL: -145.16524
78: good sentence 39, PPL: -10.99740
79: bad sentence 39, PPL: -28.77781
80: good sentence 40, PPL: -30.88224
81: bad sentence 40, PPL: -29.98758
82: good sentence 41, PPL: -106.00188
83: bad sentence 41, PPL: -657.42771
84: good sentence 42, PPL: -50.60279
85: bad sentence 42, PPL: -232.53525
86: good sentence 43, PPL: -124.64470
87: bad sentence 43, PPL: -208.79591
88: good sentence 44, PPL: -6.27281
89: bad sentence 44, PPL: -30.63492
90: good sentence 45, PPL: -7.46596
