binding_gender_1000.csv
Model: google-bert/bert-base-chinese, Accuracy: 0.50800, Average Perplexity (Good Sentences): -24.85955, Average Perplexity (Bad Sentences): -25.06470
0: good sentence 0, PPL: -15.98563
1: bad sentence 0, PPL: -21.86702
2: good sentence 1, PPL: -21.84505
3: bad sentence 1, PPL: -29.82566
4: good sentence 2, PPL: -14.22853
5: bad sentence 2, PPL: -20.84041
6: good sentence 3, PPL: -65.28515
7: bad sentence 3, PPL: -66.25683
8: good sentence 4, PPL: -7.81338
9: bad sentence 4, PPL: -10.37162
10: good sentence 5, PPL: -29.82900
11: bad sentence 5, PPL: -46.82648
12: good sentence 6, PPL: -75.59387
13: bad sentence 6, PPL: -86.11180
14: good sentence 7, PPL: -92.55030
15: bad sentence 7, PPL: -121.74625
16: good sentence 8, PPL: -9.50093
17: bad sentence 8, PPL: -10.03113
18: good sentence 9, PPL: -8.62669
19: bad sentence 9, PPL: -13.60041
20: good sentence 10, PPL: -11.38791
21: bad sentence 10, PPL: -15.30248
22: good sentence 11, PPL: -9.08745
23: bad sentence 11, PPL: -10.21170
24: good sentence 12, PPL: -19.40529
25: bad sentence 12, PPL: -26.43549
26: good sentence 13, PPL: -5.73457
27: bad sentence 13, PPL: -7.47891
28: good sentence 14, PPL: -16.86745
29: bad sentence 14, PPL: -20.51184
30: good sentence 15, PPL: -23.90603
31: bad sentence 15, PPL: -35.30696
32: good sentence 16, PPL: -15.40991
33: bad sentence 16, PPL: -19.76897
34: good sentence 17, PPL: -10.45907
35: bad sentence 17, PPL: -11.87509
36: good sentence 18, PPL: -4.95944
37: bad sentence 18, PPL: -6.93569
38: good sentence 19, PPL: -14.82962
39: bad sentence 19, PPL: -17.66676
40: good sentence 20, PPL: -77.28026
41: bad sentence 20, PPL: -104.73767
42: good sentence 21, PPL: -41.14512
43: bad sentence 21, PPL: -41.21654
44: good sentence 22, PPL: -53.47502
45: bad sentence 22, PPL: -58.07385
46: good sentence 23, PPL: -15.97392
47: bad sentence 23, PPL: -26.79479
48: good sentence 24, PPL: -40.23682
49: bad sentence 24, PPL: -53.30053
50: good sentence 25, PPL: -22.65279
51: bad sentence 25, PPL: -27.06414
52: good sentence 26, PPL: -13.49788
53: bad sentence 26, PPL: -16.84250
54: good sentence 27, PPL: -35.68517
55: bad sentence 27, PPL: -37.53364
56: good sentence 28, PPL: -115.25179
57: bad sentence 28, PPL: -100.80586
58: good sentence 29, PPL: -37.37347
59: bad sentence 29, PPL: -70.28546
60: good sentence 30, PPL: -19.76773
61: bad sentence 30, PPL: -24.71056
62: good sentence 31, PPL: -13.20895
63: bad sentence 31, PPL: -22.58624
64: good sentence 32, PPL: -26.22663
65: bad sentence 32, PPL: -27.92659
66: good sentence 33, PPL: -33.30546
67: bad sentence 33, PPL: -38.89839
68: good sentence 34, PPL: -15.31569
69: bad sentence 34, PPL: -13.28129
70: good sentence 35, PPL: -79.11985
71: bad sentence 35, PPL: -102.13976
72: good sentence 36, PPL: -33.25613
73: bad sentence 36, PPL: -47.33398
74: good sentence 37, PPL: -25.66220
75: bad sentence 37, PPL: -39.18201
76: good sentence 38, PPL: -7.86908
77: bad sentence 38, PPL: -9.90716
78: good sentence 39, PPL: -14.05241
79: bad sentence 39, PPL: -15.93163
80: good sentence 40, PPL: -39.19350
81: bad sentence 40, PPL: -43.74186
82: good sentence 41, PPL: -27.67564
83: bad sentence 41, PPL: -33.78079
84: good sentence 42, PPL: -18.91365
85: bad sentence 42, PPL: -28.66687
86: good sentence 43, PPL: -30.03224
87: bad sentence 43, PPL: -38.37733
88: good sentence 44, PPL: -24.07334
89: bad sentence 44, PPL: -38.41142
90: good sentence 45, PPL: -13.27545
91: bad sentence 45, PPL: -18.08115
92: good sentence 46, PPL: -7.47069
93: bad sentence 46, PPL: -10.63742
94: good sentence 47, PPL: -38.91889
95: bad sentence 47, PPL: -52.19330
96: good sentence 48, PPL: -16.06378
97: bad sentence 48, PPL: -24.18935
98: good sentence 49, PPL: -56.85842
99: bad sentence 49, PPL: -95.84429
100: good sentence 50, PPL: -46.79435
101: bad sentence 50, PPL: -54.52570
102: good sentence 51, PPL: -53.36829
103: bad sentence 51, PPL: -62.41748
104: good sentence 52, PPL: -34.59344
105: bad sentence 52, PPL: -50.97689
106: good sentence 53, PPL: -8.21721
107: bad sentence 53, PPL: -11.24972
108: good sentence 54, PPL: -22.23399
109: bad sentence 54, PPL: -32.83298
110: good sentence 55, PPL: -95.86126
111: bad sentence 55, PPL: -192.87835
112: good sentence 56, PPL: -103.70127
113: bad sentence 56, PPL: -130.98670
114: good sentence 57, PPL: -22.60087
115: bad sentence 57, PPL: -27.04792
116: good sentence 58, PPL: -4.98891
117: bad sentence 58, PPL: -7.19272
118: good sentence 59, PPL: -41.61237
119: bad sentence 59, PPL: -47.19481
120: good sentence 60, PPL: -22.04317
121: bad sentence 60, PPL: -30.78817
122: good sentence 61, PPL: -18.38285
123: bad sentence 61, PPL: -28.69800
124: good sentence 62, PPL: -9.34364
125: bad sentence 62, PPL: -11.79254
126: good sentence 63, PPL: -47.76584
127: bad sentence 63, PPL: -56.05768
128: good sentence 64, PPL: -12.50905
129: bad sentence 64, PPL: -16.63998
130: good sentence 65, PPL: -17.04218
131: bad sentence 65, PPL: -29.01998
132: good sentence 66, PPL: -17.94407
133: bad sentence 66, PPL: -21.37392
134: good sentence 67, PPL: -52.28776
135: bad sentence 67, PPL: -59.64244
136: good sentence 68, PPL: -27.43550
137: bad sentence 68, PPL: -34.71918
138: good sentence 69, PPL: -43.89934
139: bad sentence 69, PPL: -54.48915
140: good sentence 70, PPL: -7.49772
141: bad sentence 70, PPL: -10.15683
142: good sentence 71, PPL: -19.48065
143: bad sentence 71, PPL: -22.96033
144: good sentence 72, PPL: -16.69052
145: bad sentence 72, PPL: -21.95708
146: good sentence 73, PPL: -19.06229
147: bad sentence 73, PPL: -30.78381
148: good sentence 74, PPL: -7.93530
149: bad sentence 74, PPL: -11.90130
150: good sentence 75, PPL: -14.34052
151: bad sentence 75, PPL: -20.54549
152: good sentence 76, PPL: -8.26916
153: bad sentence 76, PPL: -11.39031
154: good sentence 77, PPL: -14.17110
155: bad sentence 77, PPL: -14.90196
156: good sentence 78, PPL: -7.10071
157: bad sentence 78, PPL: -9.93047
158: good sentence 79, PPL: -10.16009
159: bad sentence 79, PPL: -17.13169
160: good sentence 80, PPL: -15.88960
161: bad sentence 80, PPL: -20.41243
162: good sentence 81, PPL: -23.86492
163: bad sentence 81, PPL: -30.07439
164: good sentence 82, PPL: -14.46841
165: bad sentence 82, PPL: -18.21480
166: good sentence 83, PPL: -37.35966
