verb_complement_frequency_1000.csv
Model: google-bert/bert-base-chinese, Accuracy: 0.97800, Average Perplexity (Good Sentences): -44.87330, Average Perplexity (Bad Sentences): -124.94974
0: good sentence 0, PPL: -39.72147
1: bad sentence 0, PPL: -55.53426
2: good sentence 1, PPL: -562.92293
3: bad sentence 1, PPL: -1447.96429
4: good sentence 2, PPL: -33.92793
5: bad sentence 2, PPL: -78.83011
6: good sentence 3, PPL: -65.51957
7: bad sentence 3, PPL: -337.71347
8: good sentence 4, PPL: -25.36414
9: bad sentence 4, PPL: -77.49538
10: good sentence 5, PPL: -35.73928
11: bad sentence 5, PPL: -62.56036
12: good sentence 6, PPL: -161.55788
13: bad sentence 6, PPL: -620.41863
14: good sentence 7, PPL: -18.24504
15: bad sentence 7, PPL: -40.29771
16: good sentence 8, PPL: -5.46591
17: bad sentence 8, PPL: -9.58381
18: good sentence 9, PPL: -9.91667
19: bad sentence 9, PPL: -28.60211
20: good sentence 10, PPL: -32.07590
21: bad sentence 10, PPL: -48.06745
22: good sentence 11, PPL: -31.07823
23: bad sentence 11, PPL: -92.18133
24: good sentence 12, PPL: -34.61011
25: bad sentence 12, PPL: -38.91403
26: good sentence 13, PPL: -8.72235
27: bad sentence 13, PPL: -19.23862
28: good sentence 14, PPL: -19.99277
29: bad sentence 14, PPL: -40.92045
30: good sentence 15, PPL: -213.56376
31: bad sentence 15, PPL: -293.52402
32: good sentence 16, PPL: -75.73318
33: bad sentence 16, PPL: -179.42737
34: good sentence 17, PPL: -85.67829
35: bad sentence 17, PPL: -416.79490
36: good sentence 18, PPL: -11.51338
37: bad sentence 18, PPL: -20.46813
38: good sentence 19, PPL: -75.59866
39: bad sentence 19, PPL: -200.93549
40: good sentence 20, PPL: -18.33892
41: bad sentence 20, PPL: -169.56916
42: good sentence 21, PPL: -30.32907
43: bad sentence 21, PPL: -52.49766
44: good sentence 22, PPL: -41.23383
45: bad sentence 22, PPL: -95.27927
46: good sentence 23, PPL: -13.56290
47: bad sentence 23, PPL: -28.84740
48: good sentence 24, PPL: -8.00729
49: bad sentence 24, PPL: -8.92014
50: good sentence 25, PPL: -59.69160
51: bad sentence 25, PPL: -81.27081
52: good sentence 26, PPL: -249.86364
53: bad sentence 26, PPL: -510.01589
54: good sentence 27, PPL: -33.31144
55: bad sentence 27, PPL: -133.90892
56: good sentence 28, PPL: -21.47006
57: bad sentence 28, PPL: -63.22026
58: good sentence 29, PPL: -198.87252
59: bad sentence 29, PPL: -432.95117
60: good sentence 30, PPL: -28.35276
61: bad sentence 30, PPL: -74.78840
62: good sentence 31, PPL: -141.22504
63: bad sentence 31, PPL: -574.60648
64: good sentence 32, PPL: -77.88778
65: bad sentence 32, PPL: -347.75121
66: good sentence 33, PPL: -16.87161
67: bad sentence 33, PPL: -57.42717
68: good sentence 34, PPL: -55.47800
69: bad sentence 34, PPL: -204.36143
70: good sentence 35, PPL: -27.00232
71: bad sentence 35, PPL: -56.75777
72: good sentence 36, PPL: -14.37428
73: bad sentence 36, PPL: -34.49903
74: good sentence 37, PPL: -12.71612
75: bad sentence 37, PPL: -22.35380
76: good sentence 38, PPL: -540.07202
77: bad sentence 38, PPL: -3772.25625
78: good sentence 39, PPL: -26.06330
79: bad sentence 39, PPL: -92.06695
80: good sentence 40, PPL: -76.45863
81: bad sentence 40, PPL: -115.32654
82: good sentence 41, PPL: -6.72904
83: bad sentence 41, PPL: -12.61002
84: good sentence 42, PPL: -43.21304
85: bad sentence 42, PPL: -37.90479
86: good sentence 43, PPL: -43.47577
87: bad sentence 43, PPL: -126.74921
88: good sentence 44, PPL: -14.98106
89: bad sentence 44, PPL: -37.06939
90: good sentence 45, PPL: -12.64697
91: bad sentence 45, PPL: -51.65626
92: good sentence 46, PPL: -20.11633
93: bad sentence 46, PPL: -77.36910
94: good sentence 47, PPL: -21.27044
95: bad sentence 47, PPL: -109.26024
96: good sentence 48, PPL: -13.52344
97: bad sentence 48, PPL: -26.84593
98: good sentence 49, PPL: -8.14201
99: bad sentence 49, PPL: -15.77521
100: good sentence 50, PPL: -23.14569
101: bad sentence 50, PPL: -145.44378
102: good sentence 51, PPL: -16.74807
103: bad sentence 51, PPL: -99.36627
104: good sentence 52, PPL: -193.35493
105: bad sentence 52, PPL: -750.67105
106: good sentence 53, PPL: -51.87270
107: bad sentence 53, PPL: -45.18692
108: good sentence 54, PPL: -10.02144
109: bad sentence 54, PPL: -27.90653
110: good sentence 55, PPL: -127.26677
111: bad sentence 55, PPL: -578.29949
112: good sentence 56, PPL: -5.74459
113: bad sentence 56, PPL: -10.34680
114: good sentence 57, PPL: -109.73493
115: bad sentence 57, PPL: -261.73644
116: good sentence 58, PPL: -56.20480
117: bad sentence 58, PPL: -262.93983
118: good sentence 59, PPL: -24.81334
119: bad sentence 59, PPL: -99.39724
120: good sentence 60, PPL: -102.13900
121: bad sentence 60, PPL: -256.90765
122: good sentence 61, PPL: -51.08559
123: bad sentence 61, PPL: -271.89139
124: good sentence 62, PPL: -411.31136
125: bad sentence 62, PPL: -297.64854
126: good sentence 63, PPL: -5.64061
127: bad sentence 63, PPL: -23.04452
128: good sentence 64, PPL: -25.12686
129: bad sentence 64, PPL: -107.92365
130: good sentence 65, PPL: -11.35460
131: bad sentence 65, PPL: -29.76880
132: good sentence 66, PPL: -86.19257
133: bad sentence 66, PPL: -569.85911
134: good sentence 67, PPL: -86.39909
135: bad sentence 67, PPL: -360.88473
136: good sentence 68, PPL: -235.40750
137: bad sentence 68, PPL: -684.46778
138: good sentence 69, PPL: -358.05827
139: bad sentence 69, PPL: -1195.19557
140: good sentence 70, PPL: -32.86454
141: bad sentence 70, PPL: -57.56396
142: good sentence 71, PPL: -12.99260
143: bad sentence 71, PPL: -24.22390
144: good sentence 72, PPL: -17.18561
145: bad sentence 72, PPL: -84.20785
146: good sentence 73, PPL: -25.41738
147: bad sentence 73, PPL: -120.01666
148: good sentence 74, PPL: -199.57551
149: bad sentence 74, PPL: -691.78887
150: good sentence 75, PPL: -18.00405
