coverb_with_1000.csv
Model: google-bert/bert-base-chinese, Accuracy: 0.84700, Average Perplexity (Good Sentences): -129.56967, Average Perplexity (Bad Sentences): -247.66216
0: good sentence 0, PPL: -292.28160
1: bad sentence 0, PPL: -736.05979
2: good sentence 1, PPL: -147.10884
3: bad sentence 1, PPL: -747.07184
4: good sentence 2, PPL: -79.95523
5: bad sentence 2, PPL: -235.42503
6: good sentence 3, PPL: -81.05579
7: bad sentence 3, PPL: -91.16345
8: good sentence 4, PPL: -349.29878
9: bad sentence 4, PPL: -341.20140
10: good sentence 5, PPL: -34.49992
11: bad sentence 5, PPL: -125.24410
12: good sentence 6, PPL: -33.31305
13: bad sentence 6, PPL: -45.87740
14: good sentence 7, PPL: -111.60778
15: bad sentence 7, PPL: -349.71339
16: good sentence 8, PPL: -70.64094
17: bad sentence 8, PPL: -180.35047
18: good sentence 9, PPL: -569.34485
19: bad sentence 9, PPL: -2000.90475
20: good sentence 10, PPL: -236.39042
21: bad sentence 10, PPL: -1499.97267
22: good sentence 11, PPL: -88.97339
23: bad sentence 11, PPL: -77.18481
24: good sentence 12, PPL: -216.50255
25: bad sentence 12, PPL: -1028.92657
26: good sentence 13, PPL: -141.42050
27: bad sentence 13, PPL: -166.55694
28: good sentence 14, PPL: -37.00110
29: bad sentence 14, PPL: -48.17710
30: good sentence 15, PPL: -427.23129
31: bad sentence 15, PPL: -400.65236
32: good sentence 16, PPL: -284.08368
33: bad sentence 16, PPL: -422.93274
34: good sentence 17, PPL: -231.35150
35: bad sentence 17, PPL: -615.73787
36: good sentence 18, PPL: -15.07984
37: bad sentence 18, PPL: -19.65237
38: good sentence 19, PPL: -213.03457
39: bad sentence 19, PPL: -454.63861
40: good sentence 20, PPL: -180.83004
41: bad sentence 20, PPL: -379.97978
42: good sentence 21, PPL: -200.01737
43: bad sentence 21, PPL: -296.43154
44: good sentence 22, PPL: -398.73101
45: bad sentence 22, PPL: -922.34818
46: good sentence 23, PPL: -153.02181
47: bad sentence 23, PPL: -515.93448
48: good sentence 24, PPL: -83.32421
49: bad sentence 24, PPL: -139.34561
50: good sentence 25, PPL: -176.39374
51: bad sentence 25, PPL: -540.37876
52: good sentence 26, PPL: -94.44112
53: bad sentence 26, PPL: -158.41998
54: good sentence 27, PPL: -62.41363
55: bad sentence 27, PPL: -191.50042
56: good sentence 28, PPL: -80.83169
57: bad sentence 28, PPL: -98.30321
58: good sentence 29, PPL: -829.14744
59: bad sentence 29, PPL: -1698.43007
60: good sentence 30, PPL: -500.05342
61: bad sentence 30, PPL: -1003.53720
62: good sentence 31, PPL: -30.91893
63: bad sentence 31, PPL: -41.45017
64: good sentence 32, PPL: -167.66913
65: bad sentence 32, PPL: -329.96334
66: good sentence 33, PPL: -145.76638
67: bad sentence 33, PPL: -218.46595
68: good sentence 34, PPL: -31.74391
69: bad sentence 34, PPL: -43.45580
70: good sentence 35, PPL: -300.00460
71: bad sentence 35, PPL: -140.69474
72: good sentence 36, PPL: -234.49435
73: bad sentence 36, PPL: -282.94137
74: good sentence 37, PPL: -326.59915
75: bad sentence 37, PPL: -667.05385
76: good sentence 38, PPL: -148.31463
77: bad sentence 38, PPL: -230.94613
78: good sentence 39, PPL: -227.66247
79: bad sentence 39, PPL: -520.41264
