verb_complement_frequency_1000.csv
Model: imone/pangu_2_6B, Accuracy: 0.75600, Average Perplexity (Good Sentences): -6016.01270, Average Perplexity (Bad Sentences): -8053.36230
0: good sentence 0, PPL: -36291.58203
1: bad sentence 0, PPL: -72229.78906
2: good sentence 1, PPL: -19616.01953
3: bad sentence 1, PPL: -22511.07812
4: good sentence 2, PPL: -2887.45605
5: bad sentence 2, PPL: -3628.23901
6: good sentence 3, PPL: -11746.59668
7: bad sentence 3, PPL: -24184.48828
8: good sentence 4, PPL: -4776.58594
9: bad sentence 4, PPL: -6632.69531
10: good sentence 5, PPL: -5803.95068
11: bad sentence 5, PPL: -8879.31152
12: good sentence 6, PPL: -11170.44629
13: bad sentence 6, PPL: -21920.13867
14: good sentence 7, PPL: -5620.72168
15: bad sentence 7, PPL: -5556.93408
16: good sentence 8, PPL: -13489.49414
17: bad sentence 8, PPL: -13380.91895
18: good sentence 9, PPL: -1938.55249
19: bad sentence 9, PPL: -1677.79187
20: good sentence 10, PPL: -6755.41064
21: bad sentence 10, PPL: -9811.23340
22: good sentence 11, PPL: -2403.19287
23: bad sentence 11, PPL: -3842.57031
24: good sentence 12, PPL: -12961.05859
25: bad sentence 12, PPL: -12238.57129
26: good sentence 13, PPL: -2321.76172
27: bad sentence 13, PPL: -6268.99951
28: good sentence 14, PPL: -3237.33032
29: bad sentence 14, PPL: -3410.05371
30: good sentence 15, PPL: -10869.95020
31: bad sentence 15, PPL: -10681.87109
32: good sentence 16, PPL: -6357.78223
33: bad sentence 16, PPL: -7751.56006
34: good sentence 17, PPL: -4400.03613
35: bad sentence 17, PPL: -5203.38672
36: good sentence 18, PPL: -2699.59229
37: bad sentence 18, PPL: -2676.66602
38: good sentence 19, PPL: -2241.35864
39: bad sentence 19, PPL: -3426.15698
40: good sentence 20, PPL: -7323.62695
41: bad sentence 20, PPL: -12706.86621
42: good sentence 21, PPL: -11951.47363
43: bad sentence 21, PPL: -9819.95703
44: good sentence 22, PPL: -4533.69873
45: bad sentence 22, PPL: -4241.74805
46: good sentence 23, PPL: -3837.28564
47: bad sentence 23, PPL: -11252.36719
48: good sentence 24, PPL: -4426.51855
49: bad sentence 24, PPL: -4759.32959
50: good sentence 25, PPL: -6871.90430
51: bad sentence 25, PPL: -9557.92480
52: good sentence 26, PPL: -4668.10840
53: bad sentence 26, PPL: -5932.36426
54: good sentence 27, PPL: -1788.77100
55: bad sentence 27, PPL: -1696.93945
56: good sentence 28, PPL: -8942.13672
57: bad sentence 28, PPL: -13714.00195
58: good sentence 29, PPL: -5004.67383
59: bad sentence 29, PPL: -6935.14697
60: good sentence 30, PPL: -11373.25391
61: bad sentence 30, PPL: -5523.82617
62: good sentence 31, PPL: -8152.75488
63: bad sentence 31, PPL: -27939.68750
64: good sentence 32, PPL: -6650.63330
65: bad sentence 32, PPL: -13493.90723
66: good sentence 33, PPL: -4397.02051
67: bad sentence 33, PPL: -11746.88867
68: good sentence 34, PPL: -2323.15137
69: bad sentence 34, PPL: -4217.23193
70: good sentence 35, PPL: -4478.51270
71: bad sentence 35, PPL: -20355.07031
72: good sentence 36, PPL: -6399.41455
73: bad sentence 36, PPL: -8838.13379
74: good sentence 37, PPL: -10117.52051
75: bad sentence 37, PPL: -4810.39111
76: good sentence 38, PPL: -28251.43359
77: bad sentence 38, PPL: -17408.09180
78: good sentence 39, PPL: -16122.65430
79: bad sentence 39, PPL: -15593.74121
80: good sentence 40, PPL: -5942.52197
81: bad sentence 40, PPL: -6659.43652
82: good sentence 41, PPL: -7379.85596
83: bad sentence 41, PPL: -7150.31299
84: good sentence 42, PPL: -52191.68750
85: bad sentence 42, PPL: -33167.52344
86: good sentence 43, PPL: -3856.07568
87: bad sentence 43, PPL: -6447.78564
88: good sentence 44, PPL: -4219.35254
89: bad sentence 44, PPL: -6919.72021
90: good sentence 45, PPL: -4484.87646
91: bad sentence 45, PPL: -8730.15430
92: good sentence 46, PPL: -9123.93262
93: bad sentence 46, PPL: -5695.10693
94: good sentence 47, PPL: -21111.89844
95: bad sentence 47, PPL: -12346.02246
96: good sentence 48, PPL: -11152.19141
97: bad sentence 48, PPL: -7940.91650
98: good sentence 49, PPL: -7428.93896
99: bad sentence 49, PPL: -8308.46484
100: good sentence 50, PPL: -4497.02295
101: bad sentence 50, PPL: -6826.27295
102: good sentence 51, PPL: -2868.97607
103: bad sentence 51, PPL: -4006.65308
104: good sentence 52, PPL: -9939.13281
105: bad sentence 52, PPL: -11163.42773
106: good sentence 53, PPL: -6884.85303
107: bad sentence 53, PPL: -9210.28125
108: good sentence 54, PPL: -1641.82629
109: bad sentence 54, PPL: -2992.90771
110: good sentence 55, PPL: -15039.85254
111: bad sentence 55, PPL: -26169.05078
112: good sentence 56, PPL: -6735.96338
113: bad sentence 56, PPL: -7130.06787
114: good sentence 57, PPL: -8226.17676
115: bad sentence 57, PPL: -14400.74414
116: good sentence 58, PPL: -26632.35938
117: bad sentence 58, PPL: -69322.53906
118: good sentence 59, PPL: -5868.31250
119: bad sentence 59, PPL: -6140.38574
120: good sentence 60, PPL: -2293.98047
121: bad sentence 60, PPL: -2294.90820
122: good sentence 61, PPL: -6488.93701
123: bad sentence 61, PPL: -8626.49414
124: good sentence 62, PPL: -17967.43359
125: bad sentence 62, PPL: -35776.12109
126: good sentence 63, PPL: -2044.01282
127: bad sentence 63, PPL: -1728.00586
128: good sentence 64, PPL: -18014.44531
129: bad sentence 64, PPL: -19688.23242
130: good sentence 65, PPL: -3443.74487
131: bad sentence 65, PPL: -4383.78516
132: good sentence 66, PPL: -6422.48877
