ba_construction_1000.csv
Model: imone/pangu_2_6B, Accuracy: 0.19300, Average Perplexity (Good Sentences): -5767.11084, Average Perplexity (Bad Sentences): -4966.16260
0: good sentence 0, PPL: -1290.89514
1: bad sentence 0, PPL: -1509.25049
2: good sentence 1, PPL: -14338.02148
3: bad sentence 1, PPL: -10013.10352
4: good sentence 2, PPL: -5060.65430
5: bad sentence 2, PPL: -3389.68213
6: good sentence 3, PPL: -1298.59082
7: bad sentence 3, PPL: -1041.29529
8: good sentence 4, PPL: -21126.80273
9: bad sentence 4, PPL: -13437.58203
10: good sentence 5, PPL: -4410.43848
11: bad sentence 5, PPL: -5135.05664
12: good sentence 6, PPL: -5124.79785
13: bad sentence 6, PPL: -4260.88086
14: good sentence 7, PPL: -14677.42285
15: bad sentence 7, PPL: -11683.00488
16: good sentence 8, PPL: -5858.08594
17: bad sentence 8, PPL: -4798.84912
18: good sentence 9, PPL: -2018.30713
19: bad sentence 9, PPL: -1104.52295
20: good sentence 10, PPL: -5652.06494
21: bad sentence 10, PPL: -5629.63770
22: good sentence 11, PPL: -4369.28125
23: bad sentence 11, PPL: -3807.47095
24: good sentence 12, PPL: -30820.68359
25: bad sentence 12, PPL: -20453.10352
26: good sentence 13, PPL: -6970.01660
27: bad sentence 13, PPL: -3975.96997
28: good sentence 14, PPL: -5222.44727
29: bad sentence 14, PPL: -4583.82568
30: good sentence 15, PPL: -7980.02881
31: bad sentence 15, PPL: -5052.63477
32: good sentence 16, PPL: -3166.10962
33: bad sentence 16, PPL: -2189.16724
34: good sentence 17, PPL: -1839.30969
35: bad sentence 17, PPL: -1980.06348
36: good sentence 18, PPL: -11131.14160
37: bad sentence 18, PPL: -11171.83105
38: good sentence 19, PPL: -5465.30127
39: bad sentence 19, PPL: -4264.52295
40: good sentence 20, PPL: -11619.65820
41: bad sentence 20, PPL: -9027.45312
42: good sentence 21, PPL: -5380.66162
43: bad sentence 21, PPL: -4185.65479
44: good sentence 22, PPL: -4042.47021
45: bad sentence 22, PPL: -3436.97632
46: good sentence 23, PPL: -31738.71680
47: bad sentence 23, PPL: -19501.92188
48: good sentence 24, PPL: -1848.21130
49: bad sentence 24, PPL: -1383.69873
50: good sentence 25, PPL: -7450.54395
51: bad sentence 25, PPL: -5957.24707
52: good sentence 26, PPL: -3832.95190
53: bad sentence 26, PPL: -2968.27881
54: good sentence 27, PPL: -39942.67188
55: bad sentence 27, PPL: -22438.93164
56: good sentence 28, PPL: -17957.25781
57: bad sentence 28, PPL: -15222.69629
58: good sentence 29, PPL: -2058.95605
59: bad sentence 29, PPL: -1892.80200
60: good sentence 30, PPL: -1850.14062
61: bad sentence 30, PPL: -1916.55432
62: good sentence 31, PPL: -29588.42188
63: bad sentence 31, PPL: -24483.06055
64: good sentence 32, PPL: -5192.80811
65: bad sentence 32, PPL: -5933.55811
66: good sentence 33, PPL: -1610.20325
67: bad sentence 33, PPL: -1657.55872
68: good sentence 34, PPL: -11717.37207
69: bad sentence 34, PPL: -7908.81934
70: good sentence 35, PPL: -2021.95129
71: bad sentence 35, PPL: -1991.35950
72: good sentence 36, PPL: -159079.82812
73: bad sentence 36, PPL: -89373.49219
74: good sentence 37, PPL: -6271.18750
75: bad sentence 37, PPL: -5007.08008
76: good sentence 38, PPL: -6616.91943
77: bad sentence 38, PPL: -5765.53223
78: good sentence 39, PPL: -2212.90356
79: bad sentence 39, PPL: -1796.15405
80: good sentence 40, PPL: -4987.21631
81: bad sentence 40, PPL: -4543.32910
82: good sentence 41, PPL: -2531.71753
83: bad sentence 41, PPL: -2568.85107
84: good sentence 42, PPL: -3252.32959
85: bad sentence 42, PPL: -2913.87939
86: good sentence 43, PPL: -1443.67212
87: bad sentence 43, PPL: -1269.33435
88: good sentence 44, PPL: -15338.97266
89: bad sentence 44, PPL: -12589.41699
90: good sentence 45, PPL: -4165.31055
91: bad sentence 45, PPL: -3880.50464
92: good sentence 46, PPL: -8039.18164
93: bad sentence 46, PPL: -6431.71924
94: good sentence 47, PPL: -2940.09595
95: bad sentence 47, PPL: -1881.94653
96: good sentence 48, PPL: -8504.92676
97: bad sentence 48, PPL: -7526.03467
98: good sentence 49, PPL: -6495.94580
99: bad sentence 49, PPL: -5266.50537
100: good sentence 50, PPL: -2977.61401
101: bad sentence 50, PPL: -3780.84692
102: good sentence 51, PPL: -5492.60791
103: bad sentence 51, PPL: -5276.14795
104: good sentence 52, PPL: -13672.57812
105: bad sentence 52, PPL: -13061.44238
106: good sentence 53, PPL: -1212.06348
107: bad sentence 53, PPL: -1188.87854
108: good sentence 54, PPL: -2084.94263
109: bad sentence 54, PPL: -2163.13672
110: good sentence 55, PPL: -3162.00000
111: bad sentence 55, PPL: -2599.31885
112: good sentence 56, PPL: -12654.33398
113: bad sentence 56, PPL: -8486.66406
114: good sentence 57, PPL: -2618.25684
115: bad sentence 57, PPL: -1817.43896
116: good sentence 58, PPL: -1676.17651
117: bad sentence 58, PPL: -1302.37537
118: good sentence 59, PPL: -6212.45898
119: bad sentence 59, PPL: -4662.86719
120: good sentence 60, PPL: -35569.07422
121: bad sentence 60, PPL: -31692.83203
122: good sentence 61, PPL: -5449.93115
123: bad sentence 61, PPL: -3759.46460
124: good sentence 62, PPL: -21175.15234
125: bad sentence 62, PPL: -26109.34766
126: good sentence 63, PPL: -6133.23438
127: bad sentence 63, PPL: -4370.32715
128: good sentence 64, PPL: -6196.03955
