classifier_1000.csv
Model: 01-ai/Yi-6B, Accuracy: 0.90200, Average Perplexity (Good Sentences): -1064.71033, Average Perplexity (Bad Sentences): -2459.50732
0: good sentence 0, PPL: -1427.75391
1: bad sentence 0, PPL: -2127.97729
2: good sentence 1, PPL: -990.36041
3: bad sentence 1, PPL: -2876.04102
4: good sentence 2, PPL: -1330.03906
5: bad sentence 2, PPL: -2322.37964
6: good sentence 3, PPL: -2872.78442
7: bad sentence 3, PPL: -5692.11523
8: good sentence 4, PPL: -1218.81311
9: bad sentence 4, PPL: -3243.23267
10: good sentence 5, PPL: -683.07568
11: bad sentence 5, PPL: -1057.20227
12: good sentence 6, PPL: -4110.16504
13: bad sentence 6, PPL: -9379.00391
14: good sentence 7, PPL: -587.69122
15: bad sentence 7, PPL: -3907.34619
16: good sentence 8, PPL: -1172.37146
17: bad sentence 8, PPL: -5005.28467
18: good sentence 9, PPL: -1131.58276
19: bad sentence 9, PPL: -2037.93311
20: good sentence 10, PPL: -392.88409
21: bad sentence 10, PPL: -2281.22144
22: good sentence 11, PPL: -337.16611
23: bad sentence 11, PPL: -623.50043
24: good sentence 12, PPL: -1211.04504
25: bad sentence 12, PPL: -2506.97412
26: good sentence 13, PPL: -670.03113
27: bad sentence 13, PPL: -3186.62646
28: good sentence 14, PPL: -1616.90552
29: bad sentence 14, PPL: -6806.48535
30: good sentence 15, PPL: -738.23688
31: bad sentence 15, PPL: -3822.05200
32: good sentence 16, PPL: -1009.88580
33: bad sentence 16, PPL: -4077.35132
34: good sentence 17, PPL: -10042.62598
35: bad sentence 17, PPL: -9503.86035
36: good sentence 18, PPL: -239.96362
37: bad sentence 18, PPL: -697.28217
38: good sentence 19, PPL: -1134.37415
39: bad sentence 19, PPL: -2280.54028
40: good sentence 20, PPL: -2282.41260
41: bad sentence 20, PPL: -4459.45801
42: good sentence 21, PPL: -326.67249
43: bad sentence 21, PPL: -1080.39111
44: good sentence 22, PPL: -688.75616
45: bad sentence 22, PPL: -464.67239
46: good sentence 23, PPL: -1570.55200
47: bad sentence 23, PPL: -2387.25684
48: good sentence 24, PPL: -895.24823
49: bad sentence 24, PPL: -759.00439
50: good sentence 25, PPL: -1689.80396
51: bad sentence 25, PPL: -2847.18555
52: good sentence 26, PPL: -4803.50586
53: bad sentence 26, PPL: -12569.32324
54: good sentence 27, PPL: -15989.31641
55: bad sentence 27, PPL: -25660.35156
56: good sentence 28, PPL: -621.94537
57: bad sentence 28, PPL: -1418.09485
58: good sentence 29, PPL: -142.74591
59: bad sentence 29, PPL: -423.66843
60: good sentence 30, PPL: -1978.57324
61: bad sentence 30, PPL: -8776.70996
62: good sentence 31, PPL: -368.00388
63: bad sentence 31, PPL: -2702.41553
64: good sentence 32, PPL: -10741.35449
65: bad sentence 32, PPL: -3020.19531
66: good sentence 33, PPL: -3190.00171
67: bad sentence 33, PPL: -12820.11523
68: good sentence 34, PPL: -4769.38916
69: bad sentence 34, PPL: -3784.32812
70: good sentence 35, PPL: -225.59605
71: bad sentence 35, PPL: -378.38013
72: good sentence 36, PPL: -550.34479
73: bad sentence 36, PPL: -1336.57031
74: good sentence 37, PPL: -3372.24170
75: bad sentence 37, PPL: -4252.39209
76: good sentence 38, PPL: -729.98035
77: bad sentence 38, PPL: -1632.59851
78: good sentence 39, PPL: -4570.05859
79: bad sentence 39, PPL: -5134.00879
80: good sentence 40, PPL: -351.50537
81: bad sentence 40, PPL: -762.41083
82: good sentence 41, PPL: -3551.77710
83: bad sentence 41, PPL: -1311.30640
84: good sentence 42, PPL: -7231.31396
85: bad sentence 42, PPL: -19066.59180
86: good sentence 43, PPL: -2611.96216
87: bad sentence 43, PPL: -7196.38672
88: good sentence 44, PPL: -529.70148
89: bad sentence 44, PPL: -1705.62537
90: good sentence 45, PPL: -2320.75098
91: bad sentence 45, PPL: -39612.90625
92: good sentence 46, PPL: -804.96503
93: bad sentence 46, PPL: -1880.49255
94: good sentence 47, PPL: -839.90338
95: bad sentence 47, PPL: -3196.96069
96: good sentence 48, PPL: -383.08832
97: bad sentence 48, PPL: -16056.27539
98: good sentence 49, PPL: -2174.98145
99: bad sentence 49, PPL: -12371.88086
100: good sentence 50, PPL: -1308.99927
101: bad sentence 50, PPL: -2805.12061
102: good sentence 51, PPL: -1654.71973
103: bad sentence 51, PPL: -2806.99902
104: good sentence 52, PPL: -1286.80151
105: bad sentence 52, PPL: -2695.80786
106: good sentence 53, PPL: -2644.18823
107: bad sentence 53, PPL: -7557.61670
108: good sentence 54, PPL: -253.80017
109: bad sentence 54, PPL: -706.57178
110: good sentence 55, PPL: -263293.28125
111: bad sentence 55, PPL: -198387.79688
112: good sentence 56, PPL: -1625.78711
113: bad sentence 56, PPL: -1669.41650
114: good sentence 57, PPL: -211.16679
115: bad sentence 57, PPL: -1342.61182
116: good sentence 58, PPL: -417.69437
117: bad sentence 58, PPL: -694.30640
118: good sentence 59, PPL: -2843.13452
119: bad sentence 59, PPL: -14213.11133
120: good sentence 60, PPL: -1275.22253
121: bad sentence 60, PPL: -2493.90674
122: good sentence 61, PPL: -13744.48340
123: bad sentence 61, PPL: -70840.50781
124: good sentence 62, PPL: -10560.64551
125: bad sentence 62, PPL: -11701.39258
126: good sentence 63, PPL: -857.76581
127: bad sentence 63, PPL: -1897.45496
128: good sentence 64, PPL: -755.44501
129: bad sentence 64, PPL: -2329.31226
130: good sentence 65, PPL: -13621.31348
131: bad sentence 65, PPL: -10706.36816
132: good sentence 66, PPL: -315.40955
133: bad sentence 66, PPL: -2269.67554
134: good sentence 67, PPL: -2514.99170
135: bad sentence 67, PPL: -8588.97949
136: good sentence 68, PPL: -692.04169
137: bad sentence 68, PPL: -1439.03162
138: good sentence 69, PPL: -3038.01929
139: bad sentence 69, PPL: -9014.53125
140: good sentence 70, PPL: -252.41524
141: bad sentence 70, PPL: -3135.39478
142: good sentence 71, PPL: -4172.11670
143: bad sentence 71, PPL: -11588.31738
144: good sentence 72, PPL: -1305.12012
145: bad sentence 72, PPL: -2159.00366
146: good sentence 73, PPL: -102.15932
147: bad sentence 73, PPL: -332.39468
148: good sentence 74, PPL: -286.24374
149: bad sentence 74, PPL: -704.75110
150: good sentence 75, PPL: -1071.26245
151: bad sentence 75, PPL: -2136.12354
152: good sentence 76, PPL: -2898.41577
153: bad sentence 76, PPL: -25293.18750
154: good sentence 77, PPL: -650.52722
155: bad sentence 77, PPL: -1021.60004
156: good sentence 78, PPL: -451.23102
157: bad sentence 78, PPL: -639.11316
158: good sentence 79, PPL: -816.70300
159: bad sentence 79, PPL: -1364.57703
160: good sentence 80, PPL: -2721.76587
161: bad sentence 80, PPL: -2317.06348
162: good sentence 81, PPL: -595.42194
163: bad sentence 81, PPL: -1923.47668
164: good sentence 82, PPL: -995.83789
165: bad sentence 82, PPL: -3124.74731
166: good sentence 83, PPL: -64.02338
167: bad sentence 83, PPL: -148.76268
168: good sentence 84, PPL: -527.10504
169: bad sentence 84, PPL: -675.98407
170: good sentence 85, PPL: -8318.35938
171: bad sentence 85, PPL: -5635.32617
