Anaphor
	self_male
Model: imone/pangu_2_6B, Accuracy: 100.00000, Average Perplexity (Good Sentences): -4065.05127, Average Perplexity (Bad Sentences): -5189.01123
0: good sentence 0, PPL: -1995.38965
1: bad sentence 0, PPL: -2411.96729
2: good sentence 1, PPL: -1219.89685
3: bad sentence 1, PPL: -1733.75854
4: good sentence 2, PPL: -4751.29834
5: bad sentence 2, PPL: -5259.71436
6: good sentence 3, PPL: -11960.50488
7: bad sentence 3, PPL: -12963.24707
8: good sentence 4, PPL: -6570.79492
9: bad sentence 4, PPL: -9156.89941
10: good sentence 5, PPL: -8539.05273
11: bad sentence 5, PPL: -10326.12793
12: good sentence 6, PPL: -1827.27661
13: bad sentence 6, PPL: -2146.97754
14: good sentence 7, PPL: -9227.20410
15: bad sentence 7, PPL: -10960.60742
16: good sentence 8, PPL: -4097.80127
17: bad sentence 8, PPL: -4962.27100
18: good sentence 9, PPL: -4902.87793
19: bad sentence 9, PPL: -6379.68994
20: good sentence 10, PPL: -4575.20020
21: bad sentence 10, PPL: -5866.71777
22: good sentence 11, PPL: -9184.69434
23: bad sentence 11, PPL: -11611.45020
24: good sentence 12, PPL: -12997.21484
25: bad sentence 12, PPL: -16039.21094
26: good sentence 13, PPL: -5674.68457
27: bad sentence 13, PPL: -7067.05615
28: good sentence 14, PPL: -8412.93066
29: bad sentence 14, PPL: -11977.08984
30: good sentence 15, PPL: -12304.06055
31: bad sentence 15, PPL: -17495.10156
32: good sentence 16, PPL: -4427.91113
33: bad sentence 16, PPL: -6060.17285
34: good sentence 17, PPL: -7867.37695
35: bad sentence 17, PPL: -9347.83008
36: good sentence 18, PPL: -1555.31799
37: bad sentence 18, PPL: -2696.77734
38: good sentence 19, PPL: -4354.21094
39: bad sentence 19, PPL: -5228.14844
40: good sentence 20, PPL: -6462.65283
41: bad sentence 20, PPL: -9700.48926
42: good sentence 21, PPL: -5420.80469
43: bad sentence 21, PPL: -6732.98291
44: good sentence 22, PPL: -1248.31335
45: bad sentence 22, PPL: -1530.48608
46: good sentence 23, PPL: -4250.56787
47: bad sentence 23, PPL: -8951.65039
48: good sentence 24, PPL: -2162.21362
49: bad sentence 24, PPL: -2582.46875
50: good sentence 25, PPL: -9596.62305
51: bad sentence 25, PPL: -12040.76660
52: good sentence 26, PPL: -2112.87256
53: bad sentence 26, PPL: -3825.50562
54: good sentence 27, PPL: -6914.83887
55: bad sentence 27, PPL: -7829.37646
56: good sentence 28, PPL: -3586.80005
57: bad sentence 28, PPL: -4383.35889
58: good sentence 29, PPL: -5310.35791
59: bad sentence 29, PPL: -8312.88672
60: good sentence 30, PPL: -2682.33887
61: bad sentence 30, PPL: -3448.58911
62: good sentence 31, PPL: -8656.64062
63: bad sentence 31, PPL: -11656.46289
64: good sentence 32, PPL: -6149.92725
65: bad sentence 32, PPL: -6823.02539
66: good sentence 33, PPL: -2088.25977
67: bad sentence 33, PPL: -2630.34375
68: good sentence 34, PPL: -6710.09863
69: bad sentence 34, PPL: -8220.99316
70: good sentence 35, PPL: -7456.67871
71: bad sentence 35, PPL: -10955.41406
72: good sentence 36, PPL: -8648.91699
73: bad sentence 36, PPL: -9728.37500
74: good sentence 37, PPL: -7377.11182
75: bad sentence 37, PPL: -8612.33887
76: good sentence 38, PPL: -4363.23926
77: bad sentence 38, PPL: -5510.43604
78: good sentence 39, PPL: -3053.30005
79: bad sentence 39, PPL: -3898.02271
80: good sentence 40, PPL: -7534.72461
81: bad sentence 40, PPL: -9336.17676
82: good sentence 41, PPL: -8017.67480
83: bad sentence 41, PPL: -10416.74707
84: good sentence 42, PPL: -4495.05908
85: bad sentence 42, PPL: -10635.06250
86: good sentence 43, PPL: -13659.36328
87: bad sentence 43, PPL: -18130.78320
88: good sentence 44, PPL: -2159.13623
89: bad sentence 44, PPL: -2941.79712
90: good sentence 45, PPL: -4190.40771
91: bad sentence 45, PPL: -5105.91309
92: good sentence 46, PPL: -1691.73962
93: bad sentence 46, PPL: -2012.84045
94: good sentence 47, PPL: -6224.36133
95: bad sentence 47, PPL: -7664.31348
96: good sentence 48, PPL: -4370.65234
97: bad sentence 48, PPL: -5041.04980
98: good sentence 49, PPL: -3649.38672
99: bad sentence 49, PPL: -5559.59521
100: good sentence 50, PPL: -3635.28369
101: bad sentence 50, PPL: -6339.37646
102: good sentence 51, PPL: -24670.82422
103: bad sentence 51, PPL: -45461.26953
104: good sentence 52, PPL: -4006.52686
105: bad sentence 52, PPL: -5579.38525
106: good sentence 53, PPL: -2369.63135
107: bad sentence 53, PPL: -2718.93164
108: good sentence 54, PPL: -6649.53027
109: bad sentence 54, PPL: -7529.72510
110: good sentence 55, PPL: -3905.22656
111: bad sentence 55, PPL: -5294.63623
112: good sentence 56, PPL: -3993.76245
113: bad sentence 56, PPL: -4881.97070
114: good sentence 57, PPL: -3043.81641
115: bad sentence 57, PPL: -3575.60132
116: good sentence 58, PPL: -2672.11328
117: bad sentence 58, PPL: -3740.10376
118: good sentence 59, PPL: -5479.37109
119: bad sentence 59, PPL: -5857.39307
