WhFronting
	bare_wh
Model: nghuyong/ernie-3.0-base-zh, Accuracy: 100.00000, Average Perplexity (Good Sentences): -9.32937, Average Perplexity (Bad Sentences): -57.69174
0: good sentence 0, PPL: -5.36937
1: bad sentence 0, PPL: -29.93623
2: good sentence 1, PPL: -12.02006
3: bad sentence 1, PPL: -87.27869
4: good sentence 2, PPL: -7.07075
5: bad sentence 2, PPL: -80.39395
6: good sentence 3, PPL: -9.09728
7: bad sentence 3, PPL: -39.22831
8: good sentence 4, PPL: -13.71133
9: bad sentence 4, PPL: -110.06509
10: good sentence 5, PPL: -4.10972
11: bad sentence 5, PPL: -26.45182
12: good sentence 6, PPL: -7.68150
13: bad sentence 6, PPL: -36.56364
14: good sentence 7, PPL: -13.63812
15: bad sentence 7, PPL: -47.25794
16: good sentence 8, PPL: -7.21823
17: bad sentence 8, PPL: -45.99953
18: good sentence 9, PPL: -8.57644
19: bad sentence 9, PPL: -98.46410
20: good sentence 10, PPL: -3.62347
21: bad sentence 10, PPL: -45.00746
22: good sentence 11, PPL: -12.92329
23: bad sentence 11, PPL: -60.72890
24: good sentence 12, PPL: -29.84237
25: bad sentence 12, PPL: -305.85971
26: good sentence 13, PPL: -2.36284
27: bad sentence 13, PPL: -13.57734
28: good sentence 14, PPL: -5.14916
29: bad sentence 14, PPL: -49.78461
30: good sentence 15, PPL: -5.77024
31: bad sentence 15, PPL: -63.32730
32: good sentence 16, PPL: -7.36826
33: bad sentence 16, PPL: -75.09609
34: good sentence 17, PPL: -14.72109
35: bad sentence 17, PPL: -68.88708
36: good sentence 18, PPL: -14.68429
37: bad sentence 18, PPL: -52.73809
38: good sentence 19, PPL: -10.06349
39: bad sentence 19, PPL: -95.01492
40: good sentence 20, PPL: -3.97850
41: bad sentence 20, PPL: -39.28112
42: good sentence 21, PPL: -4.55524
43: bad sentence 21, PPL: -17.67197
44: good sentence 22, PPL: -26.48253
45: bad sentence 22, PPL: -216.12742
46: good sentence 23, PPL: -3.49726
47: bad sentence 23, PPL: -32.00247
48: good sentence 24, PPL: -6.99184
49: bad sentence 24, PPL: -45.15778
50: good sentence 25, PPL: -6.45823
51: bad sentence 25, PPL: -29.28097
52: good sentence 26, PPL: -7.69173
53: bad sentence 26, PPL: -70.08135
54: good sentence 27, PPL: -2.45312
55: bad sentence 27, PPL: -23.14577
56: good sentence 28, PPL: -32.87760
57: bad sentence 28, PPL: -260.24160
58: good sentence 29, PPL: -10.99922
59: bad sentence 29, PPL: -93.95867
60: good sentence 30, PPL: -75.01112
61: bad sentence 30, PPL: -702.22487
62: good sentence 31, PPL: -7.75223
63: bad sentence 31, PPL: -35.81867
64: good sentence 32, PPL: -9.12905
