Anaphor
	baseline_male
Model: google-bert/bert-base-chinese, Accuracy: 46.10000, Average Perplexity (Good Sentences): -9.11191, Average Perplexity (Bad Sentences): -9.01407
0: good sentence 0, PPL: -9.28840
1: bad sentence 0, PPL: -9.62568
2: good sentence 1, PPL: -3.74276
3: bad sentence 1, PPL: -3.70245
4: good sentence 2, PPL: -3.02249
5: bad sentence 2, PPL: -3.29554
6: good sentence 3, PPL: -8.67890
7: bad sentence 3, PPL: -6.96980
8: good sentence 4, PPL: -11.30425
9: bad sentence 4, PPL: -9.47551
10: good sentence 5, PPL: -4.50625
11: bad sentence 5, PPL: -3.95751
12: good sentence 6, PPL: -1.83864
13: bad sentence 6, PPL: -1.78841
14: good sentence 7, PPL: -3.28446
15: bad sentence 7, PPL: -3.12966
16: good sentence 8, PPL: -58.01148
17: bad sentence 8, PPL: -61.48481
18: good sentence 9, PPL: -3.69494
19: bad sentence 9, PPL: -3.81891
20: good sentence 10, PPL: -34.43599
21: bad sentence 10, PPL: -42.61544
22: good sentence 11, PPL: -4.74874
23: bad sentence 11, PPL: -4.70864
24: good sentence 12, PPL: -14.41438
25: bad sentence 12, PPL: -13.07178
26: good sentence 13, PPL: -7.65452
27: bad sentence 13, PPL: -6.20661
28: good sentence 14, PPL: -11.24767
29: bad sentence 14, PPL: -10.63232
30: good sentence 15, PPL: -2.68218
31: bad sentence 15, PPL: -2.56159
32: good sentence 16, PPL: -2.56959
33: bad sentence 16, PPL: -1.91535
34: good sentence 17, PPL: -29.31906
35: bad sentence 17, PPL: -18.57750
36: good sentence 18, PPL: -2.43152
37: bad sentence 18, PPL: -2.58170
38: good sentence 19, PPL: -3.46849
39: bad sentence 19, PPL: -3.25444
40: good sentence 20, PPL: -2.36320
41: bad sentence 20, PPL: -2.42470
42: good sentence 21, PPL: -12.83243
43: bad sentence 21, PPL: -14.54382
44: good sentence 22, PPL: -1.74060
45: bad sentence 22, PPL: -1.83648
46: good sentence 23, PPL: -16.34899
47: bad sentence 23, PPL: -14.06995
48: good sentence 24, PPL: -15.08614
49: bad sentence 24, PPL: -14.36308
50: good sentence 25, PPL: -4.81508
51: bad sentence 25, PPL: -5.24714
52: good sentence 26, PPL: -22.33091
53: bad sentence 26, PPL: -30.55283
54: good sentence 27, PPL: -11.65663
55: bad sentence 27, PPL: -10.50389
56: good sentence 28, PPL: -7.09778
57: bad sentence 28, PPL: -6.92040
58: good sentence 29, PPL: -12.83788
59: bad sentence 29, PPL: -11.12199
60: good sentence 30, PPL: -2.13091
61: bad sentence 30, PPL: -2.04053
62: good sentence 31, PPL: -7.51728
63: bad sentence 31, PPL: -7.77020
64: good sentence 32, PPL: -26.89537
65: bad sentence 32, PPL: -24.92093
66: good sentence 33, PPL: -5.25042
67: bad sentence 33, PPL: -5.42896
68: good sentence 34, PPL: -16.64363
69: bad sentence 34, PPL: -15.17857
70: good sentence 35, PPL: -4.34878
71: bad sentence 35, PPL: -3.29209
72: good sentence 36, PPL: -4.10924
73: bad sentence 36, PPL: -3.30429
74: good sentence 37, PPL: -50.12689
75: bad sentence 37, PPL: -58.48929
76: good sentence 38, PPL: -95.28429
77: bad sentence 38, PPL: -108.13191
78: good sentence 39, PPL: -3.40422
79: bad sentence 39, PPL: -3.34025
80: good sentence 40, PPL: -24.92398
81: bad sentence 40, PPL: -22.07968
82: good sentence 41, PPL: -6.16011
83: bad sentence 41, PPL: -5.58025
84: good sentence 42, PPL: -2.00696
85: bad sentence 42, PPL: -2.00841
86: good sentence 43, PPL: -2.64954
87: bad sentence 43, PPL: -2.54286
88: good sentence 44, PPL: -7.04439
89: bad sentence 44, PPL: -8.33919
90: good sentence 45, PPL: -17.94548
91: bad sentence 45, PPL: -19.53851
92: good sentence 46, PPL: -2.59822
93: bad sentence 46, PPL: -2.83636
94: good sentence 47, PPL: -4.47529
95: bad sentence 47, PPL: -4.31789
96: good sentence 48, PPL: -7.16039
97: bad sentence 48, PPL: -6.54698
98: good sentence 49, PPL: -3.02415
99: bad sentence 49, PPL: -3.05853
100: good sentence 50, PPL: -3.31523
101: bad sentence 50, PPL: -3.98205
102: good sentence 51, PPL: -2.48575
103: bad sentence 51, PPL: -2.36816
104: good sentence 52, PPL: -1.90446
105: bad sentence 52, PPL: -1.81111
106: good sentence 53, PPL: -2.83761
107: bad sentence 53, PPL: -2.81993
108: good sentence 54, PPL: -33.82356
109: bad sentence 54, PPL: -31.89757
110: good sentence 55, PPL: -2.48957
111: bad sentence 55, PPL: -2.29009
112: good sentence 56, PPL: -4.31998
113: bad sentence 56, PPL: -3.92413
114: good sentence 57, PPL: -8.94632
115: bad sentence 57, PPL: -8.26051
116: good sentence 58, PPL: -9.75358
117: bad sentence 58, PPL: -9.11158
118: good sentence 59, PPL: -18.07454
119: bad sentence 59, PPL: -18.55984
120: good sentence 60, PPL: -2.83992
121: bad sentence 60, PPL: -3.09392
122: good sentence 61, PPL: -5.01920
123: bad sentence 61, PPL: -4.35479
124: good sentence 62, PPL: -8.66888
125: bad sentence 62, PPL: -7.04682
126: good sentence 63, PPL: -12.47578
127: bad sentence 63, PPL: -11.69959
128: good sentence 64, PPL: -7.50390
129: bad sentence 64, PPL: -6.74270
130: good sentence 65, PPL: -5.00451
131: bad sentence 65, PPL: -4.33041
132: good sentence 66, PPL: -43.28969
133: bad sentence 66, PPL: -41.80597
134: good sentence 67, PPL: -4.65870
135: bad sentence 67, PPL: -4.49822
136: good sentence 68, PPL: -24.82076
137: bad sentence 68, PPL: -24.83268
138: good sentence 69, PPL: -4.77848
139: bad sentence 69, PPL: -4.47366
140: good sentence 70, PPL: -3.03990
141: bad sentence 70, PPL: -2.58389
142: good sentence 71, PPL: -29.19614
143: bad sentence 71, PPL: -43.41631
144: good sentence 72, PPL: -4.11778
145: bad sentence 72, PPL: -3.39624
146: good sentence 73, PPL: -6.23404
147: bad sentence 73, PPL: -7.05805
148: good sentence 74, PPL: -3.62951
149: bad sentence 74, PPL: -3.25933
150: good sentence 75, PPL: -3.20520
151: bad sentence 75, PPL: -2.76362
152: good sentence 76, PPL: -6.24670
153: bad sentence 76, PPL: -5.94922
154: good sentence 77, PPL: -6.74371
155: bad sentence 77, PPL: -6.93735
156: good sentence 78, PPL: -3.91883
157: bad sentence 78, PPL: -4.01586
158: good sentence 79, PPL: -2.54040
159: bad sentence 79, PPL: -2.20111
160: good sentence 80, PPL: -4.01815
161: bad sentence 80, PPL: -3.73035
162: good sentence 81, PPL: -61.36037
163: bad sentence 81, PPL: -57.97371
