WhFronting
	mod_wh
Model: TsinghuaAI/CPM-Generate, Accuracy: 90.70000, Average Perplexity (Good Sentences): -50934.50781, Average Perplexity (Bad Sentences): -69264.05469
0: good sentence 0, PPL: -10913.91016
1: bad sentence 0, PPL: -17134.54297
2: good sentence 1, PPL: -57283.43359
3: bad sentence 1, PPL: -63429.59766
4: good sentence 2, PPL: -119292.85938
5: bad sentence 2, PPL: -132094.78125
6: good sentence 3, PPL: -35581.39062
7: bad sentence 3, PPL: -49178.56250
8: good sentence 4, PPL: -35471.61719
9: bad sentence 4, PPL: -32805.69531
10: good sentence 5, PPL: -29517.14258
11: bad sentence 5, PPL: -32049.47852
12: good sentence 6, PPL: -26109.39844
13: bad sentence 6, PPL: -33337.02734
14: good sentence 7, PPL: -62308.14453
15: bad sentence 7, PPL: -99868.64062
16: good sentence 8, PPL: -21825.58203
17: bad sentence 8, PPL: -40135.35156
18: good sentence 9, PPL: -55926.37109
19: bad sentence 9, PPL: -108798.71094
20: good sentence 10, PPL: -42956.07812
21: bad sentence 10, PPL: -77137.47656
22: good sentence 11, PPL: -48108.52734
23: bad sentence 11, PPL: -58840.07031
24: good sentence 12, PPL: -124923.34375
25: bad sentence 12, PPL: -201859.14062
26: good sentence 13, PPL: -40668.91406
27: bad sentence 13, PPL: -47883.55469
28: good sentence 14, PPL: -47766.15625
29: bad sentence 14, PPL: -90666.19531
30: good sentence 15, PPL: -99681.28125
31: bad sentence 15, PPL: -153752.00000
32: good sentence 16, PPL: -30282.69336
33: bad sentence 16, PPL: -42551.73438
34: good sentence 17, PPL: -21600.66211
35: bad sentence 17, PPL: -51810.92188
36: good sentence 18, PPL: -27879.77344
37: bad sentence 18, PPL: -46071.26172
38: good sentence 19, PPL: -77465.23438
39: bad sentence 19, PPL: -84713.77344
40: good sentence 20, PPL: -20344.22266
41: bad sentence 20, PPL: -31856.92188
42: good sentence 21, PPL: -44807.49609
43: bad sentence 21, PPL: -46402.18750
44: good sentence 22, PPL: -135714.25000
45: bad sentence 22, PPL: -130697.97656
46: good sentence 23, PPL: -78082.85938
47: bad sentence 23, PPL: -93844.75781
48: good sentence 24, PPL: -104494.78906
49: bad sentence 24, PPL: -173104.92188
50: good sentence 25, PPL: -25445.95117
51: bad sentence 25, PPL: -28105.24414
52: good sentence 26, PPL: -48541.73438
53: bad sentence 26, PPL: -71301.67188
54: good sentence 27, PPL: -60165.37500
55: bad sentence 27, PPL: -95151.29688
56: good sentence 28, PPL: -54170.45312
57: bad sentence 28, PPL: -42173.95312
58: good sentence 29, PPL: -81560.17188
