classifier_clause_1000.csv
Model: TsinghuaAI/CPM-Generate, Accuracy: 0.52200, Average Perplexity (Good Sentences): -46451.51172, Average Perplexity (Bad Sentences): -46861.48828
0: good sentence 0, PPL: -53367.65625
1: bad sentence 0, PPL: -29505.68945
2: good sentence 1, PPL: -72939.64844
3: bad sentence 1, PPL: -55907.60156
4: good sentence 2, PPL: -9183.65234
5: bad sentence 2, PPL: -10010.66895
6: good sentence 3, PPL: -173577.04688
7: bad sentence 3, PPL: -170121.25000
8: good sentence 4, PPL: -28934.14258
9: bad sentence 4, PPL: -37023.32422
10: good sentence 5, PPL: -85101.79688
11: bad sentence 5, PPL: -94538.39844
12: good sentence 6, PPL: -170779.59375
13: bad sentence 6, PPL: -135603.50000
14: good sentence 7, PPL: -165651.59375
15: bad sentence 7, PPL: -189771.67188
16: good sentence 8, PPL: -17459.31641
17: bad sentence 8, PPL: -19714.94922
18: good sentence 9, PPL: -65023.14453
19: bad sentence 9, PPL: -85773.35156
20: good sentence 10, PPL: -17723.98047
21: bad sentence 10, PPL: -24093.18945
22: good sentence 11, PPL: -18296.28125
23: bad sentence 11, PPL: -20661.38477
24: good sentence 12, PPL: -22882.28516
25: bad sentence 12, PPL: -22941.39062
26: good sentence 13, PPL: -12244.93359
27: bad sentence 13, PPL: -12107.63281
28: good sentence 14, PPL: -56298.07031
29: bad sentence 14, PPL: -54076.66797
30: good sentence 15, PPL: -31750.06836
31: bad sentence 15, PPL: -31900.42773
32: good sentence 16, PPL: -40401.98438
33: bad sentence 16, PPL: -57543.78516
34: good sentence 17, PPL: -51841.96094
35: bad sentence 17, PPL: -69333.64844
36: good sentence 18, PPL: -101116.71094
37: bad sentence 18, PPL: -99638.14062
38: good sentence 19, PPL: -101803.71094
39: bad sentence 19, PPL: -78887.47656
40: good sentence 20, PPL: -96186.46094
41: bad sentence 20, PPL: -128067.04688
42: good sentence 21, PPL: -32326.05273
43: bad sentence 21, PPL: -34715.21094
44: good sentence 22, PPL: -41365.49219
45: bad sentence 22, PPL: -27838.51367
46: good sentence 23, PPL: -235948.17188
47: bad sentence 23, PPL: -161214.93750
48: good sentence 24, PPL: -34624.74609
49: bad sentence 24, PPL: -42491.55469
50: good sentence 25, PPL: -99692.21875
51: bad sentence 25, PPL: -69947.31250
52: good sentence 26, PPL: -41689.25000
53: bad sentence 26, PPL: -63134.84766
54: good sentence 27, PPL: -66964.34375
55: bad sentence 27, PPL: -58604.24609
56: good sentence 28, PPL: -185393.29688
57: bad sentence 28, PPL: -116926.64062
58: good sentence 29, PPL: -15449.28516
59: bad sentence 29, PPL: -22279.09375
60: good sentence 30, PPL: -57455.88281
61: bad sentence 30, PPL: -67274.15625
62: good sentence 31, PPL: -78568.91406
63: bad sentence 31, PPL: -33603.23047
64: good sentence 32, PPL: -19558.13086
65: bad sentence 32, PPL: -22304.45508
66: good sentence 33, PPL: -101492.14844
67: bad sentence 33, PPL: -123973.75781
68: good sentence 34, PPL: -76637.39844
69: bad sentence 34, PPL: -54787.62500
70: good sentence 35, PPL: -36221.04297
71: bad sentence 35, PPL: -38884.53125
72: good sentence 36, PPL: -91651.85938
73: bad sentence 36, PPL: -136747.64062
74: good sentence 37, PPL: -260781.06250
75: bad sentence 37, PPL: -266924.06250
76: good sentence 38, PPL: -78397.21094
77: bad sentence 38, PPL: -71772.67188
78: good sentence 39, PPL: -20049.32227
79: bad sentence 39, PPL: -27414.20898
80: good sentence 40, PPL: -46499.02734
81: bad sentence 40, PPL: -50419.60938
82: good sentence 41, PPL: -101878.39844
83: bad sentence 41, PPL: -86688.55469
84: good sentence 42, PPL: -117486.30469
85: bad sentence 42, PPL: -160946.42188
86: good sentence 43, PPL: -66829.98438
87: bad sentence 43, PPL: -61912.76562
88: good sentence 44, PPL: -29631.14453
89: bad sentence 44, PPL: -117561.62500
