Plural
	cl_self_male
Model: TsinghuaAI/CPM-Generate, Accuracy: 85.80000, Average Perplexity (Good Sentences): -23641.29492, Average Perplexity (Bad Sentences): -25485.68359
0: good sentence 0, PPL: -36869.98047
1: bad sentence 0, PPL: -39851.01562
2: good sentence 1, PPL: -43001.41406
3: bad sentence 1, PPL: -46537.88672
4: good sentence 2, PPL: -39460.80469
5: bad sentence 2, PPL: -44519.60156
6: good sentence 3, PPL: -31133.20312
7: bad sentence 3, PPL: -34624.12109
8: good sentence 4, PPL: -16870.44141
9: bad sentence 4, PPL: -19168.74219
10: good sentence 5, PPL: -11939.62598
11: bad sentence 5, PPL: -11756.65039
12: good sentence 6, PPL: -27628.95703
13: bad sentence 6, PPL: -29783.70703
14: good sentence 7, PPL: -42799.09766
15: bad sentence 7, PPL: -47416.22656
16: good sentence 8, PPL: -25625.52734
17: bad sentence 8, PPL: -28819.13867
18: good sentence 9, PPL: -29309.06641
19: bad sentence 9, PPL: -33082.54688
20: good sentence 10, PPL: -19759.95508
21: bad sentence 10, PPL: -21302.61523
22: good sentence 11, PPL: -10496.52539
23: bad sentence 11, PPL: -11042.61328
24: good sentence 12, PPL: -51101.83203
25: bad sentence 12, PPL: -60430.52734
26: good sentence 13, PPL: -41899.34375
27: bad sentence 13, PPL: -52317.22266
28: good sentence 14, PPL: -39264.51172
29: bad sentence 14, PPL: -42094.79297
30: good sentence 15, PPL: -25462.07031
31: bad sentence 15, PPL: -26941.28320
32: good sentence 16, PPL: -34625.30859
33: bad sentence 16, PPL: -40867.54688
34: good sentence 17, PPL: -27765.81055
35: bad sentence 17, PPL: -29886.47852
36: good sentence 18, PPL: -44303.97656
37: bad sentence 18, PPL: -50319.07422
38: good sentence 19, PPL: -14271.23145
39: bad sentence 19, PPL: -15747.37109
40: good sentence 20, PPL: -15882.38574
41: bad sentence 20, PPL: -17298.78320
42: good sentence 21, PPL: -25531.88086
43: bad sentence 21, PPL: -27291.84180
44: good sentence 22, PPL: -21479.52344
45: bad sentence 22, PPL: -21335.45117
46: good sentence 23, PPL: -39445.86719
47: bad sentence 23, PPL: -44751.89453
48: good sentence 24, PPL: -30826.06250
49: bad sentence 24, PPL: -35135.51172
50: good sentence 25, PPL: -12919.18652
51: bad sentence 25, PPL: -12099.99023
52: good sentence 26, PPL: -37428.28125
53: bad sentence 26, PPL: -40881.50391
54: good sentence 27, PPL: -23483.01172
55: bad sentence 27, PPL: -25949.16406
56: good sentence 28, PPL: -38998.24609
57: bad sentence 28, PPL: -41842.83984
58: good sentence 29, PPL: -17558.73633
59: bad sentence 29, PPL: -20592.47656
60: good sentence 30, PPL: -13457.51270
61: bad sentence 30, PPL: -13567.57617
62: good sentence 31, PPL: -29605.94922
63: bad sentence 31, PPL: -34749.22656
64: good sentence 32, PPL: -31917.77148
65: bad sentence 32, PPL: -35206.34766
66: good sentence 33, PPL: -29195.24609
67: bad sentence 33, PPL: -35801.95703
68: good sentence 34, PPL: -22848.68164
69: bad sentence 34, PPL: -25526.20703
70: good sentence 35, PPL: -17046.43359
71: bad sentence 35, PPL: -18576.09570
72: good sentence 36, PPL: -38342.25781
73: bad sentence 36, PPL: -42673.76953
74: good sentence 37, PPL: -33242.22656
75: bad sentence 37, PPL: -38084.75391
76: good sentence 38, PPL: -65774.43750
77: bad sentence 38, PPL: -80957.57812
78: good sentence 39, PPL: -15178.95996
79: bad sentence 39, PPL: -15857.91309
80: good sentence 40, PPL: -42847.61719
81: bad sentence 40, PPL: -48204.23828
82: good sentence 41, PPL: -13991.08984
83: bad sentence 41, PPL: -14641.99512
84: good sentence 42, PPL: -26522.91406
85: bad sentence 42, PPL: -27339.48633
86: good sentence 43, PPL: -45411.61328
87: bad sentence 43, PPL: -54289.97656
88: good sentence 44, PPL: -9992.04102
