Plural
	baseline_cl_female
Model: TsinghuaAI/CPM-Generate, Accuracy: 77.90000, Average Perplexity (Good Sentences): -24799.33789, Average Perplexity (Bad Sentences): -26299.55078
0: good sentence 0, PPL: -42975.29688
1: bad sentence 0, PPL: -50095.66016
2: good sentence 1, PPL: -38196.78516
3: bad sentence 1, PPL: -38006.81641
4: good sentence 2, PPL: -41865.07422
5: bad sentence 2, PPL: -50815.00781
6: good sentence 3, PPL: -34748.56250
7: bad sentence 3, PPL: -36816.71484
8: good sentence 4, PPL: -21601.05273
9: bad sentence 4, PPL: -23732.66992
10: good sentence 5, PPL: -10366.80957
11: bad sentence 5, PPL: -9649.34570
12: good sentence 6, PPL: -28044.27930
13: bad sentence 6, PPL: -30100.46484
14: good sentence 7, PPL: -52695.37500
15: bad sentence 7, PPL: -60398.20703
16: good sentence 8, PPL: -27955.81250
17: bad sentence 8, PPL: -30987.85156
18: good sentence 9, PPL: -27028.31836
19: bad sentence 9, PPL: -32238.86719
20: good sentence 10, PPL: -28096.85547
21: bad sentence 10, PPL: -31777.05664
22: good sentence 11, PPL: -9656.49023
23: bad sentence 11, PPL: -9574.57324
24: good sentence 12, PPL: -62877.43359
25: bad sentence 12, PPL: -69661.52344
26: good sentence 13, PPL: -47975.15625
27: bad sentence 13, PPL: -57684.50000
28: good sentence 14, PPL: -40134.50781
29: bad sentence 14, PPL: -44294.89062
30: good sentence 15, PPL: -29919.24805
31: bad sentence 15, PPL: -32106.56445
32: good sentence 16, PPL: -35602.50391
33: bad sentence 16, PPL: -40320.80469
34: good sentence 17, PPL: -27453.61133
35: bad sentence 17, PPL: -29100.73438
36: good sentence 18, PPL: -48541.04297
37: bad sentence 18, PPL: -61492.96484
38: good sentence 19, PPL: -17115.74609
39: bad sentence 19, PPL: -18062.61328
40: good sentence 20, PPL: -16319.93848
41: bad sentence 20, PPL: -18085.81445
42: good sentence 21, PPL: -29082.17383
43: bad sentence 21, PPL: -30225.91406
44: good sentence 22, PPL: -21600.80664
45: bad sentence 22, PPL: -22693.84570
46: good sentence 23, PPL: -43263.43750
47: bad sentence 23, PPL: -49946.39062
