0.27	0.35
0.35	0.25
0.2	0.21
0.16	0.23
0.32	0.27
0.22	0.29
0.3	0.26
0.15	0.18
0.15	0.2
0.27	0.25
0.18	0.21
0.17	0.28
0.23	0.17
0.14	0.12
0.16	0.2
0.34	0.34
0.34	0.34
0.15	0.2
0.33	0.46
0.21	0.21
0.2	0.27
0.23	0.22
0.38	0.31
0.31	0.28
0.38	0.3
0.34	0.31
0.29	0.35
0.16	0.14
0.3	0.33
0.45	0.4
0.37	0.27
0.31	0.32
0.26	0.22
0.48	0.41
0.28	0.46
0.4	0.32
0.43	0.44
0.44	0.43
0.34	0.53
0.32	0.25
0.42	0.39
0.27	0.26
0.3	0.38
0.17	0.13
0.16	0.17
0.25	0.29
0.21	0.16
0.41	0.38
0.34	0.33
0.4	0.31
