0.17	0.13
0.1	0.06
0.1	0.09
0.1	0.1
0.08	0.12
0.2	0.17
0.09	0.08
0.09	0.1
0.09	0.1
0.14	0.1
0.11	0.07
0.2	0.19
0.08	0.08
0.14	0.1
0.1	0.07
0.1	0.1
0.13	0.1
0.17	0.1
0.14	0.13
0.14	0.08
0.21	0.16
0.13	0.11
0.07	0.09
0.13	0.14
0.21	0.16
0.14	0.1
0.11	0.1
0.11	0.08
0.18	0.17
0.09	0.09
0.14	0.16
0.13	0.13
0.24	0.16
0.14	0.13
0.16	0.17
0.11	0.07
0.1	0.08
0.13	0.16
0.14	0.12
0.16	0.12
0.13	0.09
0.13	0.1
0.08	0.1
0.15	0.09
0.18	0.1
0.17	0.12
0.1	0.08
0.09	0.1
0.19	0.12
0.12	0.12
0.1	0.07
0.16	0.17
0.24	0.09
0.16	0.11
0.18	0.15
0.16	0.21
0.21	0.13
0.1	0.08
0.1	0.09
0.17	0.12
0.16	0.18
0.1	0.09
0.16	0.18
0.12	0.1
0.15	0.11
0.1	0.07
0.07	0.08
0.07	0.06
0.15	0.13
0.14	0.1
0.13	0.09
0.09	0.1
0.21	0.25
0.11	0.12
0.21	0.16
0.12	0.11
0.23	0.17
0.12	0.1
0.27	0.12
0.12	0.08
0.12	0.09
0.19	0.13
0.14	0.1
0.1	0.08
0.15	0.1
0.09	0.12
0.11	0.09
0.09	0.09
0.15	0.13
0.22	0.11
0.19	0.14
0.07	0.09
0.13	0.08
0.13	0.13
0.2	0.1
0.14	0.12
0.22	0.13
0.2	0.1
0.11	0.1
0.18	0.12
