Classifier-Noun
	cl_adj_comp_noun_v2
Model: nghuyong/ernie-3.0-base-zh, Accuracy: 85.50000, Average Perplexity (Good Sentences): -4.58598, Average Perplexity (Bad Sentences): -7.48963
0: good sentence 0, PPL: -4.63971
1: bad sentence 0, PPL: -4.28410
2: good sentence 1, PPL: -1.92298
3: bad sentence 1, PPL: -3.04529
4: good sentence 2, PPL: -2.97380
5: bad sentence 2, PPL: -5.31138
6: good sentence 3, PPL: -2.57768
7: bad sentence 3, PPL: -3.96736
8: good sentence 4, PPL: -4.62757
9: bad sentence 4, PPL: -8.73684
10: good sentence 5, PPL: -4.90101
11: bad sentence 5, PPL: -7.74088
12: good sentence 6, PPL: -2.57473
13: bad sentence 6, PPL: -4.85910
14: good sentence 7, PPL: -2.47547
15: bad sentence 7, PPL: -7.12782
16: good sentence 8, PPL: -2.42256
17: bad sentence 8, PPL: -5.69938
18: good sentence 9, PPL: -2.97321
19: bad sentence 9, PPL: -10.13281
20: good sentence 10, PPL: -2.46691
21: bad sentence 10, PPL: -5.77400
22: good sentence 11, PPL: -3.09673
23: bad sentence 11, PPL: -5.93861
24: good sentence 12, PPL: -3.85958
25: bad sentence 12, PPL: -5.10493
26: good sentence 13, PPL: -11.90700
27: bad sentence 13, PPL: -12.54128
28: good sentence 14, PPL: -4.48257
29: bad sentence 14, PPL: -4.76608
30: good sentence 15, PPL: -2.35689
31: bad sentence 15, PPL: -5.76900
32: good sentence 16, PPL: -2.15722
33: bad sentence 16, PPL: -7.80108
34: good sentence 17, PPL: -5.96108
35: bad sentence 17, PPL: -13.49242
36: good sentence 18, PPL: -6.36362
37: bad sentence 18, PPL: -15.50712
38: good sentence 19, PPL: -2.35794
39: bad sentence 19, PPL: -5.07481
40: good sentence 20, PPL: -4.53610
41: bad sentence 20, PPL: -13.93507
42: good sentence 21, PPL: -4.58315
43: bad sentence 21, PPL: -7.14911
44: good sentence 22, PPL: -4.77202
45: bad sentence 22, PPL: -8.94592
46: good sentence 23, PPL: -2.32396
47: bad sentence 23, PPL: -4.24864
48: good sentence 24, PPL: -6.59212
49: bad sentence 24, PPL: -12.78446
50: good sentence 25, PPL: -2.35228
51: bad sentence 25, PPL: -4.50549
52: good sentence 26, PPL: -6.13311
53: bad sentence 26, PPL: -8.94758
54: good sentence 27, PPL: -2.55171
55: bad sentence 27, PPL: -5.32474
56: good sentence 28, PPL: -7.27917
57: bad sentence 28, PPL: -8.07902
58: good sentence 29, PPL: -3.32117
59: bad sentence 29, PPL: -6.88834
60: good sentence 30, PPL: -4.52887
61: bad sentence 30, PPL: -8.07669
62: good sentence 31, PPL: -8.05245
63: bad sentence 31, PPL: -10.08714
64: good sentence 32, PPL: -4.25071
65: bad sentence 32, PPL: -6.54551
66: good sentence 33, PPL: -3.57716
67: bad sentence 33, PPL: -10.53300
68: good sentence 34, PPL: -5.55533
69: bad sentence 34, PPL: -9.14343
70: good sentence 35, PPL: -3.77368
71: bad sentence 35, PPL: -5.50349
72: good sentence 36, PPL: -6.27969
73: bad sentence 36, PPL: -13.23715
74: good sentence 37, PPL: -1.63013
75: bad sentence 37, PPL: -5.18642
76: good sentence 38, PPL: -1.82742
77: bad sentence 38, PPL: -6.07831
78: good sentence 39, PPL: -1.99274
79: bad sentence 39, PPL: -5.69758
80: good sentence 40, PPL: -3.88087
81: bad sentence 40, PPL: -4.70819
82: good sentence 41, PPL: -2.22252
83: bad sentence 41, PPL: -7.50144
84: good sentence 42, PPL: -1.82623
85: bad sentence 42, PPL: -3.76578
86: good sentence 43, PPL: -5.35507
87: bad sentence 43, PPL: -5.41896
88: good sentence 44, PPL: -2.30623
89: bad sentence 44, PPL: -7.05546
90: good sentence 45, PPL: -5.50404
91: bad sentence 45, PPL: -8.62829
92: good sentence 46, PPL: -10.38015
93: bad sentence 46, PPL: -11.69986
94: good sentence 47, PPL: -6.55821
95: bad sentence 47, PPL: -17.33321
96: good sentence 48, PPL: -5.28894
97: bad sentence 48, PPL: -5.12505
98: good sentence 49, PPL: -3.06016
99: bad sentence 49, PPL: -12.01520
100: good sentence 50, PPL: -13.19919
101: bad sentence 50, PPL: -16.22977
