PolarityItem
	more_or_less
Model: TsinghuaAI/CPM-Generate, Accuracy: 98.60000, Average Perplexity (Good Sentences): -36067.54688, Average Perplexity (Bad Sentences): -65265.80859
0: good sentence 0, PPL: -46576.69531
1: bad sentence 0, PPL: -93093.04688
2: good sentence 1, PPL: -45801.70703
3: bad sentence 1, PPL: -85697.14844
4: good sentence 2, PPL: -25294.49023
5: bad sentence 2, PPL: -47557.88672
6: good sentence 3, PPL: -51615.37891
7: bad sentence 3, PPL: -100924.21875
8: good sentence 4, PPL: -40183.87500
9: bad sentence 4, PPL: -62744.39453
10: good sentence 5, PPL: -57263.82422
11: bad sentence 5, PPL: -92007.42188
12: good sentence 6, PPL: -34888.69141
13: bad sentence 6, PPL: -72735.07812
14: good sentence 7, PPL: -29763.94336
15: bad sentence 7, PPL: -60708.77734
16: good sentence 8, PPL: -62217.94531
17: bad sentence 8, PPL: -112088.46875
18: good sentence 9, PPL: -26145.10352
19: bad sentence 9, PPL: -56344.42188
20: good sentence 10, PPL: -16012.72559
21: bad sentence 10, PPL: -30173.66797
22: good sentence 11, PPL: -35079.29297
23: bad sentence 11, PPL: -60876.03516
24: good sentence 12, PPL: -68056.90625
25: bad sentence 12, PPL: -51758.52344
26: good sentence 13, PPL: -23373.44336
27: bad sentence 13, PPL: -50854.47266
28: good sentence 14, PPL: -37894.54688
29: bad sentence 14, PPL: -74788.66406
30: good sentence 15, PPL: -25515.49805
31: bad sentence 15, PPL: -41522.56250
32: good sentence 16, PPL: -43887.81641
33: bad sentence 16, PPL: -69906.23438
34: good sentence 17, PPL: -16854.53711
35: bad sentence 17, PPL: -30465.99805
36: good sentence 18, PPL: -127525.31250
37: bad sentence 18, PPL: -223422.76562
38: good sentence 19, PPL: -6729.73486
39: bad sentence 19, PPL: -14584.00781
40: good sentence 20, PPL: -53499.84375
41: bad sentence 20, PPL: -102506.41406
42: good sentence 21, PPL: -57847.56250
43: bad sentence 21, PPL: -111020.14844
44: good sentence 22, PPL: -35612.28516
45: bad sentence 22, PPL: -61981.47266
46: good sentence 23, PPL: -47066.08203
47: bad sentence 23, PPL: -70011.50781
48: good sentence 24, PPL: -23663.44531
49: bad sentence 24, PPL: -39874.54688
50: good sentence 25, PPL: -16489.21289
51: bad sentence 25, PPL: -31230.53516
