RelativeClause
	rc_resumptive_noun
Model: imone/pangu_2_6B, Accuracy: 16.70000, Average Perplexity (Good Sentences): -2934.55811, Average Perplexity (Bad Sentences): -2281.55859
0: good sentence 0, PPL: -2654.02832
1: bad sentence 0, PPL: -2061.54956
2: good sentence 1, PPL: -6282.30957
3: bad sentence 1, PPL: -6503.78076
4: good sentence 2, PPL: -1837.93323
5: bad sentence 2, PPL: -2035.12659
6: good sentence 3, PPL: -8148.74365
7: bad sentence 3, PPL: -4808.42822
8: good sentence 4, PPL: -4463.12939
9: bad sentence 4, PPL: -2923.66919
10: good sentence 5, PPL: -2275.70752
11: bad sentence 5, PPL: -1067.38306
12: good sentence 6, PPL: -3964.19849
13: bad sentence 6, PPL: -3358.98560
14: good sentence 7, PPL: -1395.71533
15: bad sentence 7, PPL: -808.71033
16: good sentence 8, PPL: -8319.54102
17: bad sentence 8, PPL: -6249.26465
18: good sentence 9, PPL: -4449.96680
19: bad sentence 9, PPL: -4159.43555
20: good sentence 10, PPL: -2659.53003
21: bad sentence 10, PPL: -1023.45813
22: good sentence 11, PPL: -3345.99878
23: bad sentence 11, PPL: -2754.53223
24: good sentence 12, PPL: -1194.41125
25: bad sentence 12, PPL: -783.89697
26: good sentence 13, PPL: -5752.59814
27: bad sentence 13, PPL: -5044.18066
28: good sentence 14, PPL: -1652.74280
29: bad sentence 14, PPL: -805.05939
30: good sentence 15, PPL: -2961.81787
31: bad sentence 15, PPL: -2855.21655
32: good sentence 16, PPL: -8499.04883
33: bad sentence 16, PPL: -6351.80664
34: good sentence 17, PPL: -5293.36426
35: bad sentence 17, PPL: -3945.21313
36: good sentence 18, PPL: -5601.28662
37: bad sentence 18, PPL: -3254.42993
38: good sentence 19, PPL: -4229.96875
39: bad sentence 19, PPL: -4216.23486
40: good sentence 20, PPL: -1651.85730
41: bad sentence 20, PPL: -1938.51099
42: good sentence 21, PPL: -3814.86377
43: bad sentence 21, PPL: -3670.77661
44: good sentence 22, PPL: -3374.80249
45: bad sentence 22, PPL: -2023.91516
46: good sentence 23, PPL: -2329.86548
47: bad sentence 23, PPL: -1646.49500
48: good sentence 24, PPL: -6869.98389
49: bad sentence 24, PPL: -6141.05957
50: good sentence 25, PPL: -3680.14941
51: bad sentence 25, PPL: -2730.87378
52: good sentence 26, PPL: -2921.96729
53: bad sentence 26, PPL: -2362.57764
54: good sentence 27, PPL: -2465.68042
55: bad sentence 27, PPL: -2347.71680
56: good sentence 28, PPL: -2831.80054
57: bad sentence 28, PPL: -1788.10229
58: good sentence 29, PPL: -2737.02954
59: bad sentence 29, PPL: -2302.45728
60: good sentence 30, PPL: -1521.94360
61: bad sentence 30, PPL: -1480.40112
62: good sentence 31, PPL: -3235.93823
63: bad sentence 31, PPL: -3960.19336
64: good sentence 32, PPL: -3511.73682
65: bad sentence 32, PPL: -2999.72876
66: good sentence 33, PPL: -3428.46484
67: bad sentence 33, PPL: -2485.32837
68: good sentence 34, PPL: -2361.34668
69: bad sentence 34, PPL: -1614.11230
70: good sentence 35, PPL: -859.17969
71: bad sentence 35, PPL: -764.38379
72: good sentence 36, PPL: -1917.94763
73: bad sentence 36, PPL: -1432.77698
74: good sentence 37, PPL: -2038.21765
75: bad sentence 37, PPL: -1236.12549
76: good sentence 38, PPL: -2142.09351
77: bad sentence 38, PPL: -1429.73792
78: good sentence 39, PPL: -3697.75732
79: bad sentence 39, PPL: -2739.95459
80: good sentence 40, PPL: -3032.21558
81: bad sentence 40, PPL: -1973.47864
82: good sentence 41, PPL: -2113.04980
83: bad sentence 41, PPL: -2559.79980
84: good sentence 42, PPL: -4040.90137
85: bad sentence 42, PPL: -3515.06763
86: good sentence 43, PPL: -1763.15930
87: bad sentence 43, PPL: -956.25098
88: good sentence 44, PPL: -5411.12061
89: bad sentence 44, PPL: -4121.89014
90: good sentence 45, PPL: -3394.56689
91: bad sentence 45, PPL: -3268.20190
92: good sentence 46, PPL: -4328.58252
93: bad sentence 46, PPL: -4405.31396
94: good sentence 47, PPL: -5295.91943
95: bad sentence 47, PPL: -4038.77100
96: good sentence 48, PPL: -1680.35718
97: bad sentence 48, PPL: -1293.88647
98: good sentence 49, PPL: -2710.74243
99: bad sentence 49, PPL: -2061.85620
100: good sentence 50, PPL: -2175.41479
101: bad sentence 50, PPL: -2647.27393
102: good sentence 51, PPL: -4111.01611
103: bad sentence 51, PPL: -4029.77563
104: good sentence 52, PPL: -3088.62549
105: bad sentence 52, PPL: -3583.58594
106: good sentence 53, PPL: -1333.13574
107: bad sentence 53, PPL: -785.54523
108: good sentence 54, PPL: -893.87128
109: bad sentence 54, PPL: -1115.79565
110: good sentence 55, PPL: -5159.82715
111: bad sentence 55, PPL: -2981.58081
112: good sentence 56, PPL: -5389.72119
113: bad sentence 56, PPL: -4628.52197
114: good sentence 57, PPL: -1279.02991
115: bad sentence 57, PPL: -1051.84302
116: good sentence 58, PPL: -4086.27759
117: bad sentence 58, PPL: -2763.66675
118: good sentence 59, PPL: -4137.74658
119: bad sentence 59, PPL: -2730.01050
120: good sentence 60, PPL: -2556.96606
121: bad sentence 60, PPL: -1975.35400
122: good sentence 61, PPL: -1364.80603
123: bad sentence 61, PPL: -782.55988
124: good sentence 62, PPL: -1365.25195
125: bad sentence 62, PPL: -1251.20117
126: good sentence 63, PPL: -1695.30334
127: bad sentence 63, PPL: -1251.85474
128: good sentence 64, PPL: -2845.81055
129: bad sentence 64, PPL: -2057.15430
130: good sentence 65, PPL: -1801.71423
131: bad sentence 65, PPL: -1316.49207
132: good sentence 66, PPL: -3328.65942
133: bad sentence 66, PPL: -3376.21582
134: good sentence 67, PPL: -3630.51294
135: bad sentence 67, PPL: -1999.92285
136: good sentence 68, PPL: -1247.27209
137: bad sentence 68, PPL: -688.80084
138: good sentence 69, PPL: -2216.34204
139: bad sentence 69, PPL: -1941.48315
140: good sentence 70, PPL: -2574.21558
141: bad sentence 70, PPL: -1897.25317
142: good sentence 71, PPL: -2461.89404
143: bad sentence 71, PPL: -1285.82507
144: good sentence 72, PPL: -1119.11096
145: bad sentence 72, PPL: -1380.66235
146: good sentence 73, PPL: -3846.99219
147: bad sentence 73, PPL: -2575.05786
148: good sentence 74, PPL: -5258.97217
149: bad sentence 74, PPL: -4128.57861
150: good sentence 75, PPL: -2312.52466
151: bad sentence 75, PPL: -1980.45349
152: good sentence 76, PPL: -2091.11768
153: bad sentence 76, PPL: -890.48700
154: good sentence 77, PPL: -2125.65381
155: bad sentence 77, PPL: -2221.44897
156: good sentence 78, PPL: -2953.81494
157: bad sentence 78, PPL: -3083.18115
158: good sentence 79, PPL: -3682.11182
159: bad sentence 79, PPL: -2825.55957
160: good sentence 80, PPL: -4713.72998
161: bad sentence 80, PPL: -3007.16455
162: good sentence 81, PPL: -1382.70532
163: bad sentence 81, PPL: -1743.17725
164: good sentence 82, PPL: -4497.04053
165: bad sentence 82, PPL: -3308.49292
166: good sentence 83, PPL: -4796.14990
167: bad sentence 83, PPL: -2946.38477
168: good sentence 84, PPL: -2302.36694
169: bad sentence 84, PPL: -1189.64746
170: good sentence 85, PPL: -2200.68018
171: bad sentence 85, PPL: -2890.18896
172: good sentence 86, PPL: -6327.38135
173: bad sentence 86, PPL: -2238.03320
174: good sentence 87, PPL: -2774.06787
175: bad sentence 87, PPL: -2451.03687
176: good sentence 88, PPL: -5443.84326
177: bad sentence 88, PPL: -3877.29761
178: good sentence 89, PPL: -1027.99072
179: bad sentence 89, PPL: -1195.52747
180: good sentence 90, PPL: -4829.44434
181: bad sentence 90, PPL: -3437.78589
182: good sentence 91, PPL: -4108.05713
183: bad sentence 91, PPL: -3877.76733
184: good sentence 92, PPL: -2094.62134
185: bad sentence 92, PPL: -1946.12781
186: good sentence 93, PPL: -1324.11865
187: bad sentence 93, PPL: -904.18933
188: good sentence 94, PPL: -2452.89600
189: bad sentence 94, PPL: -1919.70898
190: good sentence 95, PPL: -3837.73584
191: bad sentence 95, PPL: -2786.58569
192: good sentence 96, PPL: -4491.40869
193: bad sentence 96, PPL: -2566.87207
194: good sentence 97, PPL: -2853.66479
195: bad sentence 97, PPL: -2922.24902
196: good sentence 98, PPL: -3664.28857
197: bad sentence 98, PPL: -3516.75415
198: good sentence 99, PPL: -2688.50854
199: bad sentence 99, PPL: -2701.91553
200: good sentence 100, PPL: -4068.79785
201: bad sentence 100, PPL: -2700.56836
202: good sentence 101, PPL: -6664.24561
203: bad sentence 101, PPL: -4860.45703
204: good sentence 102, PPL: -2005.02563
205: bad sentence 102, PPL: -1457.52063
206: good sentence 103, PPL: -9881.39551
207: bad sentence 103, PPL: -4338.46387
208: good sentence 104, PPL: -9253.94238
209: bad sentence 104, PPL: -7990.80518
210: good sentence 105, PPL: -4635.09033
211: bad sentence 105, PPL: -4430.03613
212: good sentence 106, PPL: -1207.12219
213: bad sentence 106, PPL: -897.14819
214: good sentence 107, PPL: -8104.03467
215: bad sentence 107, PPL: -6537.04297
216: good sentence 108, PPL: -3949.39160
217: bad sentence 108, PPL: -2515.57568
218: good sentence 109, PPL: -2011.31787
219: bad sentence 109, PPL: -794.88684
220: good sentence 110, PPL: -4277.66797
221: bad sentence 110, PPL: -4681.19287
222: good sentence 111, PPL: -3087.05322
223: bad sentence 111, PPL: -2922.48730
224: good sentence 112, PPL: -7985.03076
225: bad sentence 112, PPL: -6434.65186
226: good sentence 113, PPL: -2925.69971
227: bad sentence 113, PPL: -2391.01270
228: good sentence 114, PPL: -5586.95703
229: bad sentence 114, PPL: -5154.36279
230: good sentence 115, PPL: -6470.46631
231: bad sentence 115, PPL: -7106.19336
232: good sentence 116, PPL: -1805.82458
233: bad sentence 116, PPL: -1194.41516
234: good sentence 117, PPL: -3005.95166
235: bad sentence 117, PPL: -2381.01196
236: good sentence 118, PPL: -4060.45972
237: bad sentence 118, PPL: -4261.99854
238: good sentence 119, PPL: -2960.53003
239: bad sentence 119, PPL: -3364.67676
240: good sentence 120, PPL: -2689.88184
241: bad sentence 120, PPL: -2283.37598
242: good sentence 121, PPL: -1820.92188
243: bad sentence 121, PPL: -1105.69067
244: good sentence 122, PPL: -2807.09155
245: bad sentence 122, PPL: -2544.62158
246: good sentence 123, PPL: -3293.01831
247: bad sentence 123, PPL: -1892.16125
248: good sentence 124, PPL: -1194.55249
249: bad sentence 124, PPL: -1021.00732
250: good sentence 125, PPL: -2569.96216
251: bad sentence 125, PPL: -1603.91711
252: good sentence 126, PPL: -4117.67822
253: bad sentence 126, PPL: -3137.71631
254: good sentence 127, PPL: -1620.06128
255: bad sentence 127, PPL: -1082.05481
256: good sentence 128, PPL: -2438.62256
257: bad sentence 128, PPL: -1503.28040
258: good sentence 129, PPL: -4967.64502
259: bad sentence 129, PPL: -4089.25977
260: good sentence 130, PPL: -1303.04382
261: bad sentence 130, PPL: -1046.95276
262: good sentence 131, PPL: -2360.84229
263: bad sentence 131, PPL: -2054.98071
264: good sentence 132, PPL: -2241.38647
265: bad sentence 132, PPL: -2098.75464
266: good sentence 133, PPL: -5589.34424
267: bad sentence 133, PPL: -3628.64038
268: good sentence 134, PPL: -1218.43835
269: bad sentence 134, PPL: -676.93372
270: good sentence 135, PPL: -4254.46533
271: bad sentence 135, PPL: -4572.24707
272: good sentence 136, PPL: -7944.12842
273: bad sentence 136, PPL: -5312.33887
274: good sentence 137, PPL: -4379.58545
275: bad sentence 137, PPL: -1803.71704
276: good sentence 138, PPL: -2074.21826
277: bad sentence 138, PPL: -1188.16785
278: good sentence 139, PPL: -4969.76807
279: bad sentence 139, PPL: -4941.20898
280: good sentence 140, PPL: -5293.12695
281: bad sentence 140, PPL: -3233.11572
282: good sentence 141, PPL: -8319.92969
283: bad sentence 141, PPL: -5794.74756
284: good sentence 142, PPL: -2183.65430
285: bad sentence 142, PPL: -1374.95764
286: good sentence 143, PPL: -1756.11206
287: bad sentence 143, PPL: -1228.84924
288: good sentence 144, PPL: -1101.52600
289: bad sentence 144, PPL: -938.55212
290: good sentence 145, PPL: -4770.65430
291: bad sentence 145, PPL: -4232.13916
292: good sentence 146, PPL: -1276.34070
293: bad sentence 146, PPL: -989.82361
294: good sentence 147, PPL: -6295.38428
295: bad sentence 147, PPL: -6033.26074
296: good sentence 148, PPL: -6431.51709
297: bad sentence 148, PPL: -4340.37598
298: good sentence 149, PPL: -4502.95801
299: bad sentence 149, PPL: -4521.66064
300: good sentence 150, PPL: -2266.56299
301: bad sentence 150, PPL: -1612.17395
302: good sentence 151, PPL: -5406.74121
303: bad sentence 151, PPL: -6384.75391
304: good sentence 152, PPL: -2430.65283
305: bad sentence 152, PPL: -2130.88843
306: good sentence 153, PPL: -4992.42236
307: bad sentence 153, PPL: -2122.18506
308: good sentence 154, PPL: -2363.20288
309: bad sentence 154, PPL: -1446.82715
310: good sentence 155, PPL: -1846.22949
311: bad sentence 155, PPL: -1539.85071
312: good sentence 156, PPL: -4747.14062
313: bad sentence 156, PPL: -3621.13867
314: good sentence 157, PPL: -3310.20044
315: bad sentence 157, PPL: -1946.47485
316: good sentence 158, PPL: -9699.40723
317: bad sentence 158, PPL: -6319.79443
318: good sentence 159, PPL: -2134.13525
319: bad sentence 159, PPL: -1447.68616
320: good sentence 160, PPL: -6322.03711
321: bad sentence 160, PPL: -3410.33325
322: good sentence 161, PPL: -3160.11572
323: bad sentence 161, PPL: -3553.24731
324: good sentence 162, PPL: -2280.06519
325: bad sentence 162, PPL: -2542.54297
326: good sentence 163, PPL: -2520.35791
327: bad sentence 163, PPL: -2086.42651
328: good sentence 164, PPL: -10265.19336
329: bad sentence 164, PPL: -7357.77539
330: good sentence 165, PPL: -1571.94165
331: bad sentence 165, PPL: -1364.10999
332: good sentence 166, PPL: -1909.89099
333: bad sentence 166, PPL: -2028.57715
334: good sentence 167, PPL: -1802.39465
